ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_AEV,r1_AN,r1_APP,r1_APRA,r1_AvP,r1_CPP,r1_CoopP,r1_FE,r1_FE21,r1_FP,r1_FREPAP,r1_FyL,r1_JxP,r1_LP,r1_Morado,r1_Obras,r1_PBG,r1_PDF,r1_PDU,r1_PDV,r1_PID,r1_PL,r1_PLG,r1_PM4,r1_PP1,r1_PPA,r1_PPP,r1_PRG,r1_PRIN,r1_PTE,r1_Podemos,r1_PxT,r1_RP,r1_SAP,r1_SICREO,r1_SP20,r1_UCD,r1_UN,r1_total_valid,r1_blank,r1_null,r1_pct_AEV,r1_pct_AN,r1_pct_APP,r1_pct_APRA,r1_pct_AvP,r1_pct_CPP,r1_pct_CoopP,r1_pct_FE,r1_pct_FE21,r1_pct_FP,r1_pct_FREPAP,r1_pct_FyL,r1_pct_JxP,r1_pct_LP,r1_pct_Morado,r1_pct_Obras,r1_pct_PBG,r1_pct_PDF,r1_pct_PDU,r1_pct_PDV,r1_pct_PID,r1_pct_PL,r1_pct_PLG,r1_pct_PM4,r1_pct_PP1,r1_pct_PPA,r1_pct_PPP,r1_pct_PRG,r1_pct_PRIN,r1_pct_PTE,r1_pct_Podemos,r1_pct_PxT,r1_pct_RP,r1_pct_SAP,r1_pct_SICREO,r1_pct_SP20,r1_pct_UCD,r1_pct_UN,r1_winner
030710,APURÍMAC,GRAU,SANTA ROSA,41.0,20.0,11.0,1.0,1.0,0.0,1.0,1.0,2.0,37.0,0.0,2.0,434.0,2.0,0.0,77.0,6.0,3.0,22.0,2.0,1.0,5.0,1.0,0.0,2.0,1.0,10.0,18.0,1.0,1.0,23.0,6.0,2.0,0.0,5.0,2.0,0.0,0.0,741,171,53,5.5331,2.6991,1.4845,0.135,0.135,0.0,0.135,0.135,0.2699,4.9933,0.0,0.2699,58.5695,0.2699,0.0,10.3914,0.8097,0.4049,2.969,0.2699,0.135,0.6748,0.135,0.0,0.2699,0.135,1.3495,2.4291,0.135,0.135,3.1039,0.8097,0.2699,0.0,0.6748,0.2699,0.0,0.0,JxP
030711,APURÍMAC,GRAU,TURPAY,10.0,45.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,26.0,0.0,1.0,405.0,0.0,1.0,74.0,9.0,1.0,37.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,7.0,3.0,1.0,0.0,16.0,4.0,4.0,0.0,3.0,2.0,2.0,0.0,671,145,40,1.4903,6.7064,0.0,0.0,0.0,0.0,0.7452,0.0,0.4471,3.8748,0.0,0.149,60.3577,0.0,0.149,11.0283,1.3413,0.149,5.5142,0.0,0.0,1.1923,0.2981,0.0,0.149,0.149,1.0432,0.4471,0.149,0.0,2.3845,0.5961,0.5961,0.0,0.4471,0.2981,0.2981,0.0,JxP
030712,APURÍMAC,GRAU,VILCABAMBA,2.0,100.0,3.0,1.0,1.0,0.0,5.0,1.0,2.0,62.0,0.0,0.0,231.0,0.0,1.0,83.0,27.0,1.0,18.0,2.0,0.0,6.0,13.0,0.0,1.0,4.0,27.0,6.0,0.0,0.0,19.0,7.0,31.0,2.0,10.0,3.0,0.0,0.0,669,88,21,0.299,14.9477,0.4484,0.1495,0.1495,0.0,0.7474,0.1495,0.299,9.2676,0.0,0.0,34.5291,0.0,0.1495,12.4066,4.0359,0.1495,2.6906,0.299,0.0,0.8969,1.9432,0.0,0.1495,0.5979,4.0359,0.8969,0.0,0.0,2.8401,1.0463,4.6338,0.299,1.4948,0.4484,0.0,0.0,JxP
040101,AREQUIPA,AREQUIPA,AREQUIPA,284.0,4401.0,129.0,549.0,85.0,0.0,1012.0,33.0,1006.0,3898.0,0.0,77.0,1178.0,113.0,247.0,2646.0,11842.0,91.0,154.0,85.0,192.0,160.0,2972.0,44.0,301.0,84.0,256.0,137.0,25.0,22.0,196.0,3936.0,13666.0,24.0,1825.0,266.0,61.0,292.0,52289,2815,1678,0.5431,8.4167,0.2467,1.0499,0.1626,0.0,1.9354,0.0631,1.9239,7.4547,0.0,0.1473,2.2529,0.2161,0.4724,5.0603,22.6472,0.174,0.2945,0.1626,0.3672,0.306,5.6838,0.0841,0.5756,0.1606,0.4896,0.262,0.0478,0.0421,0.3748,7.5274,26.1355,0.0459,3.4902,0.5087,0.1167,0.5584,RP
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,500.0,6650.0,189.0,275.0,67.0,0.0,1211.0,64.0,1968.0,3955.0,0.0,123.0,3659.0,118.0,422.0,6127.0,12857.0,112.0,465.0,146.0,273.0,270.0,3123.0,43.0,430.0,89.0,540.0,295.0,32.0,38.0,430.0,4803.0,8358.0,43.0,3125.0,241.0,100.0,202.0,61343,3945,2233,0.8151,10.8407,0.3081,0.4483,0.1092,0.0,1.9741,0.1043,3.2082,6.4474,0.0,0.2005,5.9648,0.1924,0.6879,9.9881,20.9592,0.1826,0.758,0.238,0.445,0.4401,5.091,0.0701,0.701,0.1451,0.8803,0.4809,0.0522,0.0619,0.701,7.8297,13.625,0.0701,5.0943,0.3929,0.163,0.3293,PBG
040103,AREQUIPA,AREQUIPA,CAYMA,1081.0,10488.0,375.0,397.0,121.0,0.0,2738.0,125.0,4253.0,6652.0,0.0,188.0,11324.0,199.0,735.0,13287.0,22187.0,248.0,1147.0,367.0,447.0,642.0,5503.0,74.0,853.0,213.0,1109.0,415.0,46.0,66.0,928.0,8424.0,9567.0,86.0,6211.0,427.0,257.0,274.0,111454,8116,4679,0.9699,9.4102,0.3365,0.3562,0.1086,0.0,2.4566,0.1122,3.8159,5.9684,0.0,0.1687,10.1602,0.1785,0.6595,11.9215,19.9069,0.2225,1.0291,0.3293,0.4011,0.576,4.9375,0.0664,0.7653,0.1911,0.995,0.3724,0.0413,0.0592,0.8326,7.5583,8.5838,0.0772,5.5727,0.3831,0.2306,0.2458,PBG
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,81.0,790.0,40.0,29.0,10.0,0.0,230.0,9.0,253.0,649.0,0.0,13.0,785.0,11.0,44.0,773.0,1400.0,11.0,72.0,32.0,33.0,46.0,317.0,8.0,65.0,17.0,78.0,46.0,2.0,6.0,76.0,681.0,587.0,6.0,388.0,37.0,11.0,15.0,7651,666,399,1.0587,10.3254,0.5228,0.379,0.1307,0.0,3.0061,0.1176,3.3068,8.4826,0.0,0.1699,10.2601,0.1438,0.5751,10.1033,18.2983,0.1438,0.9411,0.4182,0.4313,0.6012,4.1432,0.1046,0.8496,0.2222,1.0195,0.6012,0.0261,0.0784,0.9933,8.9008,7.6722,0.0784,5.0712,0.4836,0.1438,0.1961,PBG
040105,AREQUIPA,AREQUIPA,CHARACATO,47.0,320.0,12.0,8.0,0.0,0.0,98.0,12.0,133.0,200.0,0.0,6.0,552.0,7.0,15.0,474.0,340.0,8.0,40.0,11.0,5.0,26.0,96.0,8.0,27.0,6.0,40.0,16.0,1.0,4.0,37.0,205.0,102.0,3.0,117.0,5.0,7.0,7.0,2995,348,181,1.5693,10.6845,0.4007,0.2671,0.0,0.0,3.2721,0.4007,4.4407,6.6778,0.0,0.2003,18.4307,0.2337,0.5008,15.8264,11.3523,0.2671,1.3356,0.3673,0.1669,0.8681,3.2053,0.2671,0.9015,0.2003,1.3356,0.5342,0.0334,0.1336,1.2354,6.8447,3.4057,0.1002,3.9065,0.1669,0.2337,0.2337,JxP
040106,AREQUIPA,AREQUIPA,CHIGUATA,264.0,1396.0,106.0,37.0,17.0,0.0,569.0,60.0,711.0,939.0,0.0,32.0,4926.0,19.0,86.0,4197.0,1904.0,27.0,443.0,94.0,71.0,215.0,479.0,18.0,122.0,47.0,211.0,63.0,19.0,19.0,407.0,955.0,679.0,35.0,907.0,66.0,54.0,38.0,20232,2508,1193,1.3049,6.9,0.5239,0.1829,0.084,0.0,2.8124,0.2966,3.5142,4.6412,0.0,0.1582,24.3476,0.0939,0.4251,20.7444,9.4108,0.1335,2.1896,0.4646,0.3509,1.0627,2.3675,0.089,0.603,0.2323,1.0429,0.3114,0.0939,0.0939,2.0117,4.7202,3.3561,0.173,4.483,0.3262,0.2669,0.1878,JxP
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,392.0,3988.0,166.0,291.0,54.0,0.0,797.0,43.0,1198.0,3195.0,0.0,48.0,1875.0,92.0,266.0,3403.0,8512.0,88.0,218.0,173.0,164.0,180.0,2168.0,32.0,306.0,75.0,289.0,124.0,30.0,31.0,267.0,4073.0,4297.0,30.0,1925.0,150.0,86.0,142.0,39168,2629,1679,1.0008,10.1818,0.4238,0.743,0.1379,0.0,2.0348,0.1098,3.0586,8.1572,0.0,0.1225,4.7871,0.2349,0.6791,8.6882,21.732,0.2247,0.5566,0.4417,0.4187,0.4596,5.5351,0.0817,0.7812,0.1915,0.7378,0.3166,0.0766,0.0791,0.6817,10.3988,10.9707,0.0766,4.9147,0.383,0.2196,0.3625,PBG
040108,AREQUIPA,AREQUIPA,LA JOYA,32.0,273.0,10.0,11.0,1.0,0.0,78.0,8.0,120.0,200.0,0.0,6.0,549.0,4.0,15.0,379.0,326.0,6.0,78.0,5.0,4.0,21.0,94.0,0.0,34.0,5.0,26.0,8.0,0.0,4.0,27.0,251.0,118.0,4.0,115.0,8.0,5.0,7.0,2832,268,122,1.1299,9.6398,0.3531,0.3884,0.0353,0.0,2.7542,0.2825,4.2373,7.0621,0.0,0.2119,19.3856,0.1412,0.5297,13.3828,11.5113,0.2119,2.7542,0.1766,0.1412,0.7415,3.3192,0.0,1.2006,0.1766,0.9181,0.2825,0.0,0.1412,0.9534,8.863,4.1667,0.1412,4.0607,0.2825,0.1766,0.2472,JxP
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,897.0,9218.0,443.0,346.0,96.0,0.0,2201.0,149.0,3315.0,6378.0,0.0,228.0,5775.0,157.0,625.0,8387.0,18178.0,220.0,587.0,247.0,312.0,480.0,4629.0,75.0,734.0,153.0,731.0,417.0,58.0,79.0,738.0,8460.0,6824.0,97.0,4508.0,370.0,188.0,216.0,86516,6105,4025,1.0368,10.6547,0.512,0.3999,0.111,0.0,2.544,0.1722,3.8317,7.372,0.0,0.2635,6.6751,0.1815,0.7224,9.6942,21.0111,0.2543,0.6785,0.2855,0.3606,0.5548,5.3505,0.0867,0.8484,0.1768,0.8449,0.482,0.067,0.0913,0.853,9.7785,7.8876,0.1121,5.2106,0.4277,0.2173,0.2497,PBG
040110,AREQUIPA,AREQUIPA,MIRAFLORES,8.0,66.0,18.0,9.0,0.0,0.0,14.0,5.0,22.0,58.0,0.0,0.0,110.0,0.0,4.0,62.0,69.0,4.0,3.0,2.0,0.0,15.0,20.0,1.0,17.0,2.0,1.0,3.0,1.0,3.0,17.0,40.0,44.0,1.0,15.0,9.0,0.0,2.0,645,92,48,1.2403,10.2326,2.7907,1.3953,0.0,0.0,2.1705,0.7752,3.4109,8.9922,0.0,0.0,17.0543,0.0,0.6202,9.6124,10.6977,0.6202,0.4651,0.3101,0.0,2.3256,3.1008,0.155,2.6357,0.3101,0.155,0.4651,0.155,0.4651,2.6357,6.2016,6.8217,0.155,2.3256,1.3953,0.0,0.3101,JxP
040111,AREQUIPA,AREQUIPA,MOLLEBAYA,18.0,100.0,25.0,3.0,4.0,0.0,23.0,1.0,31.0,68.0,0.0,1.0,210.0,3.0,5.0,108.0,109.0,3.0,10.0,7.0,1.0,9.0,22.0,1.0,7.0,2.0,10.0,4.0,2.0,2.0,30.0,77.0,29.0,0.0,17.0,4.0,6.0,0.0,952,120,47,1.8908,10.5042,2.6261,0.3151,0.4202,0.0,2.416,0.105,3.2563,7.1429,0.0,0.105,22.0588,0.3151,0.5252,11.3445,11.4496,0.3151,1.0504,0.7353,0.105,0.9454,2.3109,0.105,0.7353,0.2101,1.0504,0.4202,0.2101,0.2101,3.1513,8.0882,3.0462,0.0,1.7857,0.4202,0.6303,0.0,JxP
040112,AREQUIPA,AREQUIPA,PAUCARPATA,27.0,275.0,84.0,9.0,4.0,0.0,67.0,8.0,76.0,143.0,0.0,6.0,397.0,4.0,13.0,281.0,227.0,0.0,26.0,5.0,2.0,11.0,78.0,2.0,17.0,2.0,20.0,18.0,3.0,2.0,28.0,205.0,101.0,4.0,65.0,14.0,5.0,1.0,2230,187,115,1.2108,12.3318,3.7668,0.4036,0.1794,0.0,3.0045,0.3587,3.4081,6.4126,0.0,0.2691,17.8027,0.1794,0.583,12.6009,10.1794,0.0,1.1659,0.2242,0.0897,0.4933,3.4978,0.0897,0.7623,0.0897,0.8969,0.8072,0.1345,0.0897,1.2556,9.1928,4.5291,0.1794,2.9148,0.6278,0.2242,0.0448,JxP
040113,AREQUIPA,AREQUIPA,POCSI,29.0,317.0,40.0,15.0,8.0,0.0,95.0,3.0,107.0,290.0,0.0,1.0,238.0,5.0,20.0,347.0,719.0,6.0,28.0,16.0,18.0,24.0,124.0,3.0,16.0,6.0,24.0,26.0,2.0,4.0,42.0,414.0,287.0,4.0,133.0,18.0,4.0,15.0,3448,286,165,0.8411,9.1937,1.1601,0.435,0.232,0.0,2.7552,0.087,3.1032,8.4107,0.0,0.029,6.9026,0.145,0.58,10.0638,20.8527,0.174,0.8121,0.464,0.522,0.6961,3.5963,0.087,0.464,0.174,0.6961,0.7541,0.058,0.116,1.2181,12.007,8.3237,0.116,3.8573,0.522,0.116,0.435,PBG
040114,AREQUIPA,AREQUIPA,POLOBAYA,161.0,1539.0,55.0,84.0,27.0,0.0,354.0,28.0,517.0,1202.0,0.0,23.0,1368.0,35.0,101.0,1542.0,4698.0,22.0,130.0,55.0,73.0,89.0,1094.0,21.0,143.0,43.0,104.0,38.0,8.0,11.0,128.0,1498.0,4078.0,16.0,856.0,93.0,27.0,79.0,20340,1376,748,0.7915,7.5664,0.2704,0.413,0.1327,0.0,1.7404,0.1377,2.5418,5.9095,0.0,0.1131,6.7257,0.1721,0.4966,7.5811,23.0973,0.1082,0.6391,0.2704,0.3589,0.4376,5.3786,0.1032,0.703,0.2114,0.5113,0.1868,0.0393,0.0541,0.6293,7.3648,20.0492,0.0787,4.2085,0.4572,0.1327,0.3884,PBG
040115,AREQUIPA,AREQUIPA,QUEQUEÑA,11.0,45.0,7.0,2.0,0.0,0.0,20.0,2.0,25.0,46.0,0.0,0.0,157.0,0.0,2.0,113.0,59.0,1.0,5.0,5.0,3.0,3.0,13.0,2.0,8.0,1.0,8.0,2.0,3.0,1.0,17.0,42.0,32.0,2.0,32.0,5.0,0.0,2.0,676,92,40,1.6272,6.6568,1.0355,0.2959,0.0,0.0,2.9586,0.2959,3.6982,6.8047,0.0,0.0,23.2249,0.0,0.2959,16.716,8.7278,0.1479,0.7396,0.7396,0.4438,0.4438,1.9231,0.2959,1.1834,0.1479,1.1834,0.2959,0.4438,0.1479,2.5148,6.213,4.7337,0.2959,4.7337,0.7396,0.0,0.2959,JxP
040116,AREQUIPA,AREQUIPA,SABANDIA,18.0,87.0,2.0,0.0,0.0,0.0,39.0,7.0,36.0,28.0,0.0,1.0,441.0,1.0,4.0,239.0,115.0,6.0,18.0,4.0,2.0,13.0,11.0,0.0,9.0,0.0,21.0,2.0,0.0,0.0,20.0,13.0,22.0,0.0,18.0,0.0,1.0,1.0,1179,155,69,1.5267,7.3791,0.1696,0.0,0.0,0.0,3.3079,0.5937,3.0534,2.3749,0.0,0.0848,37.4046,0.0848,0.3393,20.2714,9.754,0.5089,1.5267,0.3393,0.1696,1.1026,0.933,0.0,0.7634,0.0,1.7812,0.1696,0.0,0.0,1.6964,1.1026,1.866,0.0,1.5267,0.0,0.0848,0.0848,JxP
040117,AREQUIPA,AREQUIPA,SACHACA,3.0,40.0,0.0,1.0,0.0,0.0,19.0,2.0,19.0,38.0,0.0,1.0,104.0,1.0,1.0,101.0,76.0,1.0,4.0,7.0,0.0,5.0,14.0,1.0,4.0,2.0,9.0,2.0,0.0,1.0,8.0,44.0,26.0,1.0,11.0,2.0,1.0,1.0,550,86,48,0.5455,7.2727,0.0,0.1818,0.0,0.0,3.4545,0.3636,3.4545,6.9091,0.0,0.1818,18.9091,0.1818,0.1818,18.3636,13.8182,0.1818,0.7273,1.2727,0.0,0.9091,2.5455,0.1818,0.7273,0.3636,1.6364,0.3636,0.0,0.1818,1.4545,8.0,4.7273,0.1818,2.0,0.3636,0.1818,0.1818,JxP
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,55.0,241.0,20.0,6.0,7.0,0.0,93.0,9.0,215.0,133.0,0.0,6.0,1247.0,4.0,12.0,1017.0,457.0,6.0,99.0,22.0,13.0,50.0,128.0,2.0,32.0,9.0,58.0,16.0,3.0,6.0,87.0,226.0,104.0,5.0,276.0,8.0,7.0,4.0,4683,607,211,1.1745,5.1463,0.4271,0.1281,0.1495,0.0,1.9859,0.1922,4.5911,2.8401,0.0,0.1281,26.6282,0.0854,0.2562,21.7168,9.7587,0.1281,2.114,0.4698,0.2776,1.0677,2.7333,0.0427,0.6833,0.1922,1.2385,0.3417,0.0641,0.1281,1.8578,4.826,2.2208,0.1068,5.8937,0.1708,0.1495,0.0854,JxP
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,451.0,4426.0,191.0,252.0,48.0,0.0,1066.0,68.0,1521.0,2930.0,0.0,57.0,2734.0,95.0,276.0,4026.0,9304.0,88.0,317.0,136.0,173.0,235.0,2079.0,26.0,321.0,83.0,357.0,163.0,32.0,36.0,401.0,4052.0,3626.0,40.0,2089.0,197.0,83.0,137.0,42116,2982,1948,1.0709,10.5091,0.4535,0.5983,0.114,0.0,2.5311,0.1615,3.6115,6.957,0.0,0.1353,6.4916,0.2256,0.6553,9.5593,22.0914,0.2089,0.7527,0.3229,0.4108,0.558,4.9364,0.0617,0.7622,0.1971,0.8477,0.387,0.076,0.0855,0.9521,9.621,8.6096,0.095,4.9601,0.4678,0.1971,0.3253,PBG
040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,151.0,1163.0,69.0,38.0,9.0,0.0,250.0,5.0,438.0,805.0,0.0,22.0,1325.0,17.0,60.0,1568.0,2331.0,12.0,96.0,31.0,65.0,68.0,496.0,9.0,288.0,21.0,77.0,52.0,7.0,15.0,146.0,986.0,1104.0,13.0,579.0,34.0,19.0,33.0,12402,1054,415,1.2175,9.3775,0.5564,0.3064,0.0726,0.0,2.0158,0.0403,3.5317,6.4909,0.0,0.1774,10.6838,0.1371,0.4838,12.6431,18.7954,0.0968,0.7741,0.25,0.5241,0.5483,3.9994,0.0726,2.3222,0.1693,0.6209,0.4193,0.0564,0.1209,1.1772,7.9503,8.9018,0.1048,4.6686,0.2741,0.1532,0.2661,PBG
040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,123.0,1352.0,48.0,66.0,9.0,0.0,308.0,13.0,495.0,900.0,0.0,20.0,1122.0,17.0,67.0,1399.0,2578.0,26.0,118.0,28.0,54.0,61.0,591.0,7.0,145.0,27.0,141.0,27.0,5.0,6.0,133.0,1180.0,951.0,8.0,606.0,40.0,28.0,27.0,12726,931,533,0.9665,10.6239,0.3772,0.5186,0.0707,0.0,2.4202,0.1022,3.8897,7.0721,0.0,0.1572,8.8166,0.1336,0.5265,10.9932,20.2577,0.2043,0.9272,0.22,0.4243,0.4793,4.644,0.055,1.1394,0.2122,1.108,0.2122,0.0393,0.0471,1.0451,9.2724,7.4729,0.0629,4.7619,0.3143,0.22,0.2122,PBG
040122,AREQUIPA,AREQUIPA,SOCABAYA,25.0,158.0,7.0,13.0,0.0,0.0,73.0,9.0,47.0,142.0,0.0,1.0,393.0,2.0,7.0,345.0,260.0,7.0,23.0,13.0,1.0,12.0,61.0,3.0,26.0,5.0,19.0,7.0,0.0,2.0,42.0,117.0,82.0,0.0,90.0,12.0,8.0,4.0,2016,280,77,1.2401,7.8373,0.3472,0.6448,0.0,0.0,3.621,0.4464,2.3313,7.0437,0.0,0.0496,19.494,0.0992,0.3472,17.1131,12.8968,0.3472,1.1409,0.6448,0.0496,0.5952,3.0258,0.1488,1.2897,0.248,0.9425,0.3472,0.0,0.0992,2.0833,5.8036,4.0675,0.0,4.4643,0.5952,0.3968,0.1984,JxP
040123,AREQUIPA,AREQUIPA,TIABAYA,83.0,1457.0,55.0,206.0,30.0,0.0,272.0,11.0,315.0,1496.0,0.0,22.0,343.0,67.0,118.0,725.0,5315.0,11.0,34.0,33.0,86.0,32.0,1305.0,7.0,78.0,33.0,74.0,27.0,7.0,10.0,59.0,1321.0,7954.0,5.0,764.0,108.0,20.0,130.0,22613,941,561,0.367,6.4432,0.2432,0.911,0.1327,0.0,1.2028,0.0486,1.393,6.6157,0.0,0.0973,1.5168,0.2963,0.5218,3.2061,23.5042,0.0486,0.1504,0.1459,0.3803,0.1415,5.771,0.031,0.3449,0.1459,0.3272,0.1194,0.031,0.0442,0.2609,5.8418,35.1745,0.0221,3.3786,0.4776,0.0884,0.5749,RP
040124,AREQUIPA,AREQUIPA,UCHUMAYO,28.0,674.0,21.0,27.0,2.0,0.0,73.0,4.0,129.0,252.0,0.0,6.0,393.0,3.0,23.0,392.0,668.0,3.0,33.0,5.0,11.0,24.0,142.0,2.0,55.0,10.0,28.0,12.0,3.0,6.0,27.0,386.0,262.0,4.0,183.0,21.0,5.0,10.0,3927,323,145,0.713,17.1632,0.5348,0.6875,0.0509,0.0,1.8589,0.1019,3.285,6.4171,0.0,0.1528,10.0076,0.0764,0.5857,9.9822,17.0104,0.0764,0.8403,0.1273,0.2801,0.6112,3.616,0.0509,1.4006,0.2546,0.713,0.3056,0.0764,0.1528,0.6875,9.8294,6.6718,0.1019,4.66,0.5348,0.1273,0.2546,AN
040125,AREQUIPA,AREQUIPA,VITOR,249.0,2000.0,63.0,38.0,17.0,0.0,573.0,28.0,1059.0,999.0,0.0,43.0,3918.0,27.0,137.0,3625.0,2678.0,37.0,378.0,70.0,50.0,187.0,725.0,19.0,210.0,36.0,315.0,75.0,9.0,15.0,261.0,1187.0,573.0,27.0,1158.0,51.0,42.0,26.0,20905,2055,886,1.1911,9.5671,0.3014,0.1818,0.0813,0.0,2.741,0.1339,5.0658,4.7788,0.0,0.2057,18.7419,0.1292,0.6553,17.3403,12.8103,0.177,1.8082,0.3348,0.2392,0.8945,3.4681,0.0909,1.0045,0.1722,1.5068,0.3588,0.0431,0.0718,1.2485,5.6781,2.741,0.1292,5.5393,0.244,0.2009,0.1244,JxP
040126,AREQUIPA,AREQUIPA,YANAHUARA,380.0,4139.0,156.0,250.0,51.0,0.0,1076.0,47.0,1289.0,3083.0,0.0,69.0,2451.0,78.0,254.0,3663.0,8189.0,71.0,316.0,106.0,170.0,262.0,2145.0,29.0,481.0,68.0,313.0,198.0,26.0,34.0,289.0,4118.0,3592.0,43.0,2010.0,214.0,79.0,180.0,39919,2962,1804,0.9519,10.3685,0.3908,0.6263,0.1278,0.0,2.6955,0.1177,3.229,7.7231,0.0,0.1729,6.1399,0.1954,0.6363,9.1761,20.514,0.1779,0.7916,0.2655,0.4259,0.6563,5.3734,0.0726,1.2049,0.1703,0.7841,0.496,0.0651,0.0852,0.724,10.3159,8.9982,0.1077,5.0352,0.5361,0.1979,0.4509,PBG
040127,AREQUIPA,AREQUIPA,YARABAMBA,322.0,3546.0,141.0,117.0,50.0,0.0,848.0,44.0,1187.0,2007.0,0.0,56.0,1934.0,68.0,233.0,3372.0,6921.0,63.0,236.0,101.0,109.0,198.0,1628.0,17.0,317.0,68.0,252.0,215.0,60.0,32.0,361.0,3166.0,2192.0,31.0,1657.0,141.0,58.0,98.0,31846,2260,1477,1.0111,11.1348,0.4428,0.3674,0.157,0.0,2.6628,0.1382,3.7273,6.3022,0.0,0.1758,6.073,0.2135,0.7316,10.5885,21.7327,0.1978,0.7411,0.3172,0.3423,0.6217,5.1121,0.0534,0.9954,0.2135,0.7913,0.6751,0.1884,0.1005,1.1336,9.9416,6.8831,0.0973,5.2032,0.4428,0.1821,0.3077,PBG
040128,AREQUIPA,AREQUIPA,YURA,496.0,5871.0,189.0,377.0,50.0,0.0,1227.0,55.0,1869.0,3896.0,0.0,107.0,3078.0,97.0,367.0,4626.0,12238.0,137.0,329.0,136.0,205.0,278.0,3024.0,36.0,438.0,94.0,448.0,209.0,40.0,36.0,366.0,5405.0,4548.0,48.0,2750.0,216.0,96.0,144.0,53526,3533,2196,0.9267,10.9685,0.3531,0.7043,0.0934,0.0,2.2923,0.1028,3.4918,7.2787,0.0,0.1999,5.7505,0.1812,0.6856,8.6425,22.8637,0.256,0.6147,0.2541,0.383,0.5194,5.6496,0.0673,0.8183,0.1756,0.837,0.3905,0.0747,0.0673,0.6838,10.0979,8.4968,0.0897,5.1377,0.4035,0.1794,0.269,PBG
040129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,308.0,4412.0,162.0,386.0,51.0,0.0,953.0,33.0,1261.0,3445.0,0.0,79.0,1509.0,101.0,282.0,2992.0,12426.0,59.0,187.0,79.0,210.0,150.0,2878.0,35.0,315.0,73.0,339.0,126.0,27.0,25.0,274.0,4333.0,9513.0,35.0,2080.0,247.0,58.0,239.0,49682,2715,1679,0.6199,8.8805,0.3261,0.7769,0.1027,0.0,1.9182,0.0664,2.5381,6.9341,0.0,0.159,3.0373,0.2033,0.5676,6.0223,25.0111,0.1188,0.3764,0.159,0.4227,0.3019,5.7928,0.0704,0.634,0.1469,0.6823,0.2536,0.0543,0.0503,0.5515,8.7215,19.1478,0.0704,4.1866,0.4972,0.1167,0.4811,PBG
040201,AREQUIPA,CAMANÁ,CAMANÁ,30.0,307.0,9.0,8.0,2.0,0.0,86.0,6.0,145.0,127.0,0.0,1.0,585.0,0.0,13.0,652.0,385.0,2.0,55.0,13.0,4.0,23.0,81.0,2.0,5.0,14.0,49.0,5.0,3.0,3.0,43.0,100.0,88.0,3.0,156.0,9.0,7.0,5.0,3026,390,186,0.9914,10.1454,0.2974,0.2644,0.0661,0.0,2.842,0.1983,4.7918,4.197,0.0,0.033,19.3325,0.0,0.4296,21.5466,12.7231,0.0661,1.8176,0.4296,0.1322,0.7601,2.6768,0.0661,0.1652,0.4627,1.6193,0.1652,0.0991,0.0991,1.421,3.3047,2.9081,0.0991,5.1553,0.2974,0.2313,0.1652,Obras
040202,AREQUIPA,CAMANÁ,JOSÉ MARÍA QUIMPER,8.0,63.0,1.0,3.0,0.0,0.0,22.0,1.0,36.0,28.0,0.0,1.0,101.0,0.0,3.0,165.0,51.0,0.0,2.0,2.0,0.0,5.0,6.0,0.0,2.0,4.0,9.0,2.0,0.0,0.0,17.0,13.0,9.0,1.0,10.0,1.0,2.0,0.0,568,81,31,1.4085,11.0915,0.1761,0.5282,0.0,0.0,3.8732,0.1761,6.338,4.9296,0.0,0.1761,17.7817,0.0,0.5282,29.0493,8.9789,0.0,0.3521,0.3521,0.0,0.8803,1.0563,0.0,0.3521,0.7042,1.5845,0.3521,0.0,0.0,2.993,2.2887,1.5845,0.1761,1.7606,0.1761,0.3521,0.0,Obras
040203,AREQUIPA,CAMANÁ,MARIANO NICOLÁS VALCÁRCEL,16.0,229.0,11.0,2.0,1.0,0.0,23.0,2.0,49.0,71.0,0.0,8.0,178.0,7.0,2.0,163.0,69.0,1.0,23.0,8.0,3.0,13.0,16.0,0.0,1.0,4.0,31.0,3.0,3.0,2.0,36.0,37.0,28.0,0.0,22.0,2.0,2.0,0.0,1066,200,67,1.5009,21.4822,1.0319,0.1876,0.0938,0.0,2.1576,0.1876,4.5966,6.6604,0.0,0.7505,16.6979,0.6567,0.1876,15.2908,6.4728,0.0938,2.1576,0.7505,0.2814,1.2195,1.5009,0.0,0.0938,0.3752,2.9081,0.2814,0.2814,0.1876,3.3771,3.4709,2.6266,0.0,2.0638,0.1876,0.1876,0.0,AN
