ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_AEV,r1_AN,r1_APP,r1_APRA,r1_AvP,r1_CPP,r1_CoopP,r1_FE,r1_FE21,r1_FP,r1_FREPAP,r1_FyL,r1_JxP,r1_LP,r1_Morado,r1_Obras,r1_PBG,r1_PDF,r1_PDU,r1_PDV,r1_PID,r1_PL,r1_PLG,r1_PM4,r1_PP1,r1_PPA,r1_PPP,r1_PRG,r1_PRIN,r1_PTE,r1_Podemos,r1_PxT,r1_RP,r1_SAP,r1_SICREO,r1_SP20,r1_UCD,r1_UN,r1_total_valid,r1_blank,r1_null,r1_pct_AEV,r1_pct_AN,r1_pct_APP,r1_pct_APRA,r1_pct_AvP,r1_pct_CPP,r1_pct_CoopP,r1_pct_FE,r1_pct_FE21,r1_pct_FP,r1_pct_FREPAP,r1_pct_FyL,r1_pct_JxP,r1_pct_LP,r1_pct_Morado,r1_pct_Obras,r1_pct_PBG,r1_pct_PDF,r1_pct_PDU,r1_pct_PDV,r1_pct_PID,r1_pct_PL,r1_pct_PLG,r1_pct_PM4,r1_pct_PP1,r1_pct_PPA,r1_pct_PPP,r1_pct_PRG,r1_pct_PRIN,r1_pct_PTE,r1_pct_Podemos,r1_pct_PxT,r1_pct_RP,r1_pct_SAP,r1_pct_SICREO,r1_pct_SP20,r1_pct_UCD,r1_pct_UN,r1_winner
010202,AMAZONAS,BAGUA,ARAMANGO,23.0,108.0,80.0,23.0,2.0,0.0,22.0,3.0,30.0,801.0,0.0,1.0,1993.0,3.0,3.0,493.0,45.0,7.0,24.0,10.0,8.0,24.0,26.0,1.0,22.0,3.0,90.0,8.0,4.0,1.0,187.0,42.0,86.0,6.0,31.0,48.0,17.0,2.0,4277,1093,447,0.5378,2.5251,1.8705,0.5378,0.0468,0.0,0.5144,0.0701,0.7014,18.7281,0.0,0.0234,46.5981,0.0701,0.0701,11.5268,1.0521,0.1637,0.5611,0.2338,0.187,0.5611,0.6079,0.0234,0.5144,0.0701,2.1043,0.187,0.0935,0.0234,4.3722,0.982,2.0108,0.1403,0.7248,1.1223,0.3975,0.0468,JxP
010203,AMAZONAS,BAGUA,COPALLIN,15.0,80.0,123.0,16.0,2.0,0.0,60.0,7.0,15.0,339.0,0.0,4.0,1034.0,3.0,3.0,297.0,59.0,3.0,12.0,7.0,5.0,13.0,11.0,2.0,20.0,4.0,26.0,3.0,1.0,1.0,57.0,45.0,68.0,2.0,21.0,69.0,6.0,4.0,2437,591,215,0.6155,3.2827,5.0472,0.6565,0.0821,0.0,2.462,0.2872,0.6155,13.9105,0.0,0.1641,42.4292,0.1231,0.1231,12.1871,2.421,0.1231,0.4924,0.2872,0.2052,0.5334,0.4514,0.0821,0.8207,0.1641,1.0669,0.1231,0.041,0.041,2.3389,1.8465,2.7903,0.0821,0.8617,2.8314,0.2462,0.1641,JxP
010204,AMAZONAS,BAGUA,EL PARCO,6.0,44.0,34.0,2.0,1.0,0.0,12.0,1.0,6.0,122.0,0.0,0.0,462.0,0.0,0.0,93.0,16.0,2.0,8.0,2.0,1.0,9.0,5.0,0.0,5.0,1.0,9.0,1.0,0.0,0.0,13.0,18.0,30.0,2.0,9.0,39.0,3.0,0.0,956,171,41,0.6276,4.6025,3.5565,0.2092,0.1046,0.0,1.2552,0.1046,0.6276,12.7615,0.0,0.0,48.3264,0.0,0.0,9.728,1.6736,0.2092,0.8368,0.2092,0.1046,0.9414,0.523,0.0,0.523,0.1046,0.9414,0.1046,0.0,0.0,1.3598,1.8828,3.1381,0.2092,0.9414,4.0795,0.3138,0.0,JxP
010205,AMAZONAS,BAGUA,IMAZA,93.0,748.0,410.0,147.0,11.0,0.0,288.0,10.0,139.0,2454.0,0.0,33.0,3358.0,15.0,39.0,1175.0,498.0,20.0,63.0,26.0,27.0,66.0,305.0,3.0,118.0,22.0,172.0,30.0,4.0,12.0,175.0,611.0,584.0,15.0,241.0,129.0,76.0,55.0,12172,2126,1048,0.764,6.1453,3.3684,1.2077,0.0904,0.0,2.3661,0.0822,1.142,20.161,0.0,0.2711,27.5879,0.1232,0.3204,9.6533,4.0914,0.1643,0.5176,0.2136,0.2218,0.5422,2.5058,0.0246,0.9694,0.1807,1.4131,0.2465,0.0329,0.0986,1.4377,5.0197,4.7979,0.1232,1.98,1.0598,0.6244,0.4519,JxP
010206,AMAZONAS,BAGUA,LA PECA,71.0,150.0,51.0,14.0,5.0,0.0,41.0,8.0,24.0,433.0,0.0,2.0,6072.0,6.0,20.0,347.0,57.0,31.0,89.0,18.0,14.0,74.0,46.0,2.0,22.0,11.0,112.0,10.0,2.0,4.0,1142.0,51.0,113.0,7.0,27.0,47.0,11.0,12.0,9146,2027,719,0.7763,1.6401,0.5576,0.1531,0.0547,0.0,0.4483,0.0875,0.2624,4.7343,0.0,0.0219,66.3897,0.0656,0.2187,3.794,0.6232,0.3389,0.9731,0.1968,0.1531,0.8091,0.503,0.0219,0.2405,0.1203,1.2246,0.1093,0.0219,0.0437,12.4863,0.5576,1.2355,0.0765,0.2952,0.5139,0.1203,0.1312,JxP
010301,AMAZONAS,BONGARÁ,JUMBILLA,14.0,34.0,3.0,4.0,2.0,0.0,2.0,1.0,5.0,57.0,0.0,0.0,84.0,0.0,1.0,46.0,43.0,0.0,3.0,4.0,2.0,11.0,11.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,10.0,21.0,0.0,6.0,3.0,2.0,0.0,379,98,75,3.6939,8.971,0.7916,1.0554,0.5277,0.0,0.5277,0.2639,1.3193,15.0396,0.0,0.0,22.1636,0.0,0.2639,12.1372,11.3456,0.0,0.7916,1.0554,0.5277,2.9024,2.9024,0.0,0.5277,0.5277,0.5277,0.0,0.2639,0.0,0.7916,2.6385,5.5409,0.0,1.5831,0.7916,0.5277,0.0,JxP
010302,AMAZONAS,BONGARÁ,CHISQUILLA,8.0,13.0,11.0,2.0,0.0,0.0,1.0,0.0,2.0,53.0,0.0,0.0,178.0,1.0,0.0,59.0,6.0,2.0,0.0,2.0,0.0,2.0,6.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,8.0,4.0,9.0,0.0,7.0,4.0,1.0,1.0,389,61,35,2.0566,3.3419,2.8278,0.5141,0.0,0.0,0.2571,0.0,0.5141,13.6247,0.0,0.0,45.7584,0.2571,0.0,15.1671,1.5424,0.5141,0.0,0.5141,0.0,0.5141,1.5424,0.0,0.5141,0.2571,1.5424,0.0,0.0,0.0,2.0566,1.0283,2.3136,0.0,1.7995,1.0283,0.2571,0.2571,JxP
010303,AMAZONAS,BONGARÁ,CHURUJA,8.0,30.0,10.0,1.0,3.0,0.0,1.0,0.0,8.0,63.0,0.0,0.0,143.0,0.0,4.0,58.0,18.0,0.0,2.0,3.0,0.0,9.0,11.0,0.0,4.0,2.0,6.0,3.0,0.0,0.0,9.0,13.0,15.0,0.0,5.0,10.0,0.0,0.0,439,116,59,1.8223,6.8337,2.2779,0.2278,0.6834,0.0,0.2278,0.0,1.8223,14.3508,0.0,0.0,32.574,0.0,0.9112,13.2118,4.1002,0.0,0.4556,0.6834,0.0,2.0501,2.5057,0.0,0.9112,0.4556,1.3667,0.6834,0.0,0.0,2.0501,2.9613,3.4169,0.0,1.139,2.2779,0.0,0.0,JxP
010304,AMAZONAS,BONGARÁ,COROSHA,4.0,13.0,16.0,4.0,0.0,0.0,0.0,1.0,3.0,54.0,0.0,0.0,42.0,0.0,2.0,27.0,8.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,14.0,2.0,6.0,3.0,0.0,0.0,217,40,27,1.8433,5.9908,7.3733,1.8433,0.0,0.0,0.0,0.4608,1.3825,24.8848,0.0,0.0,19.3548,0.0,0.9217,12.4424,3.6866,0.9217,0.0,0.4608,0.0,0.9217,1.8433,0.0,0.0,0.4608,0.0,0.0,0.4608,0.0,0.9217,2.3041,6.4516,0.9217,2.765,1.3825,0.0,0.0,FP
010305,AMAZONAS,BONGARÁ,CUISPES,0.0,11.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,16.0,0.0,0.0,23.0,17.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,1.0,2.0,1.0,0.0,182,30,27,0.0,6.044,9.3407,0.5495,0.5495,0.0,0.0,0.0,0.0,34.6154,0.0,0.0,8.7912,0.0,0.0,12.6374,9.3407,0.0,0.0,1.0989,0.0,1.6484,2.1978,0.0,1.0989,0.0,0.0,0.0,0.0,0.0,0.5495,4.9451,4.3956,0.0,0.5495,1.0989,0.5495,0.0,FP
010306,AMAZONAS,BONGARÁ,FLORIDA,28.0,154.0,34.0,7.0,2.0,0.0,12.0,3.0,15.0,587.0,0.0,3.0,898.0,1.0,5.0,393.0,90.0,5.0,14.0,13.0,7.0,15.0,25.0,0.0,8.0,5.0,31.0,3.0,3.0,2.0,58.0,59.0,74.0,2.0,49.0,16.0,12.0,4.0,2637,568,302,1.0618,5.84,1.2893,0.2655,0.0758,0.0,0.4551,0.1138,0.5688,22.2601,0.0,0.1138,34.0538,0.0379,0.1896,14.9033,3.413,0.1896,0.5309,0.493,0.2655,0.5688,0.948,0.0,0.3034,0.1896,1.1756,0.1138,0.1138,0.0758,2.1995,2.2374,2.8062,0.0758,1.8582,0.6068,0.4551,0.1517,JxP
010307,AMAZONAS,BONGARÁ,JAZAN,2.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,1.0,39.0,0.0,0.0,31.0,7.0,2.0,0.0,3.0,0.0,2.0,6.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,6.0,2.0,4.0,0.0,3.0,2.0,1.0,3.0,171,42,15,1.1696,4.6784,1.1696,0.5848,0.0,0.0,0.0,0.0,1.1696,21.0526,0.0,0.5848,22.807,0.0,0.0,18.1287,4.0936,1.1696,0.0,1.7544,0.0,1.1696,3.5088,0.0,0.5848,0.5848,2.3392,1.1696,0.0,0.0,3.5088,1.1696,2.3392,0.0,1.7544,1.1696,0.5848,1.7544,JxP
010308,AMAZONAS,BONGARÁ,RECTA,3.0,42.0,7.0,1.0,1.0,0.0,4.0,1.0,4.0,59.0,0.0,0.0,80.0,1.0,1.0,32.0,17.0,1.0,2.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0,8.0,2.0,6.0,7.0,0.0,1.0,308,80,34,0.974,13.6364,2.2727,0.3247,0.3247,0.0,1.2987,0.3247,1.2987,19.1558,0.0,0.0,25.974,0.3247,0.3247,10.3896,5.5195,0.3247,0.6494,0.6494,0.3247,1.2987,2.2727,0.0,0.0,0.0,0.974,0.6494,0.0,0.0,0.6494,2.2727,2.5974,0.6494,1.9481,2.2727,0.0,0.3247,JxP
010309,AMAZONAS,BONGARÁ,SAN CARLOS,13.0,71.0,14.0,1.0,0.0,0.0,2.0,0.0,10.0,119.0,0.0,2.0,291.0,1.0,2.0,84.0,45.0,0.0,4.0,1.0,4.0,11.0,5.0,1.0,1.0,2.0,15.0,0.0,1.0,0.0,22.0,16.0,32.0,1.0,7.0,13.0,7.0,1.0,799,156,87,1.627,8.8861,1.7522,0.1252,0.0,0.0,0.2503,0.0,1.2516,14.8936,0.0,0.2503,36.4205,0.1252,0.2503,10.5131,5.632,0.0,0.5006,0.1252,0.5006,1.3767,0.6258,0.1252,0.1252,0.2503,1.8773,0.0,0.1252,0.0,2.7534,2.0025,4.005,0.1252,0.8761,1.627,0.8761,0.1252,JxP
010310,AMAZONAS,BONGARÁ,SHIPASBAMBA,2.0,41.0,29.0,5.0,1.0,0.0,2.0,1.0,6.0,193.0,0.0,0.0,78.0,1.0,4.0,58.0,33.0,1.0,1.0,4.0,1.0,3.0,9.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,6.0,18.0,19.0,0.0,9.0,14.0,5.0,0.0,553,144,68,0.3617,7.4141,5.2441,0.9042,0.1808,0.0,0.3617,0.1808,1.085,34.9005,0.0,0.0,14.1049,0.1808,0.7233,10.4882,5.9675,0.1808,0.1808,0.7233,0.1808,0.5425,1.6275,0.1808,0.3617,0.1808,0.3617,0.0,0.3617,0.1808,1.085,3.255,3.4358,0.0,1.6275,2.5316,0.9042,0.0,FP
010311,AMAZONAS,BONGARÁ,VALERA,32.0,118.0,29.0,8.0,7.0,0.0,8.0,4.0,16.0,637.0,0.0,5.0,922.0,4.0,8.0,257.0,52.0,3.0,4.0,10.0,5.0,23.0,17.0,0.0,10.0,7.0,34.0,4.0,0.0,0.0,59.0,52.0,42.0,6.0,35.0,34.0,5.0,5.0,2462,592,215,1.2998,4.7929,1.1779,0.3249,0.2843,0.0,0.3249,0.1625,0.6499,25.8733,0.0,0.2031,37.4492,0.1625,0.3249,10.4387,2.1121,0.1219,0.1625,0.4062,0.2031,0.9342,0.6905,0.0,0.4062,0.2843,1.381,0.1625,0.0,0.0,2.3964,2.1121,1.7059,0.2437,1.4216,1.381,0.2031,0.2031,JxP
010312,AMAZONAS,BONGARÁ,YAMBRASBAMBA,28.0,306.0,61.0,17.0,7.0,0.0,17.0,4.0,36.0,818.0,0.0,10.0,409.0,4.0,10.0,377.0,225.0,4.0,33.0,12.0,5.0,35.0,72.0,0.0,17.0,6.0,24.0,4.0,2.0,1.0,26.0,87.0,134.0,2.0,54.0,34.0,19.0,5.0,2905,621,281,0.9639,10.5336,2.0998,0.5852,0.241,0.0,0.5852,0.1377,1.2392,28.1583,0.0,0.3442,14.0792,0.1377,0.3442,12.9776,7.7453,0.1377,1.136,0.4131,0.1721,1.2048,2.4785,0.0,0.5852,0.2065,0.8262,0.1377,0.0688,0.0344,0.895,2.9948,4.6127,0.0688,1.8589,1.1704,0.654,0.1721,FP
010401,AMAZONAS,CONDORCANQUI,NIEVA,7.0,107.0,23.0,16.0,1.0,0.0,3.0,2.0,11.0,158.0,0.0,7.0,150.0,3.0,2.0,122.0,53.0,1.0,5.0,6.0,1.0,16.0,17.0,0.0,6.0,1.0,9.0,7.0,0.0,0.0,14.0,39.0,61.0,1.0,25.0,36.0,2.0,1.0,913,226,89,0.7667,11.7196,2.5192,1.7525,0.1095,0.0,0.3286,0.2191,1.2048,17.3056,0.0,0.7667,16.4294,0.3286,0.2191,13.3625,5.805,0.1095,0.5476,0.6572,0.1095,1.7525,1.862,0.0,0.6572,0.1095,0.9858,0.7667,0.0,0.0,1.5334,4.2716,6.6813,0.1095,2.7382,3.943,0.2191,0.1095,FP
010402,AMAZONAS,CONDORCANQUI,EL CENEPA,25.0,204.0,103.0,1.0,3.0,0.0,16.0,6.0,13.0,389.0,0.0,1.0,1277.0,1.0,5.0,321.0,66.0,3.0,11.0,14.0,3.0,18.0,25.0,0.0,16.0,15.0,24.0,3.0,0.0,6.0,65.0,54.0,48.0,5.0,36.0,16.0,10.0,3.0,2806,690,325,0.8909,7.2701,3.6707,0.0356,0.1069,0.0,0.5702,0.2138,0.4633,13.8632,0.0,0.0356,45.5096,0.0356,0.1782,11.4398,2.3521,0.1069,0.392,0.4989,0.1069,0.6415,0.8909,0.0,0.5702,0.5346,0.8553,0.1069,0.0,0.2138,2.3165,1.9244,1.7106,0.1782,1.283,0.5702,0.3564,0.1069,JxP
010403,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,2.0,24.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,56.0,0.0,0.0,192.0,0.0,1.0,29.0,15.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,6.0,0.0,2.0,3.0,2.0,0.0,369,130,30,0.542,6.5041,2.71,0.0,0.0,0.0,0.0,0.542,1.084,15.1762,0.0,0.0,52.0325,0.0,0.271,7.8591,4.065,0.271,0.0,0.271,0.0,0.542,0.813,0.0,0.0,0.271,0.271,0.0,0.271,0.0,2.439,0.542,1.626,0.0,0.542,0.813,0.542,0.0,JxP
010404,Amazonas,Condorcanqui,,24.0,77.0,16.0,11.0,1.0,0.0,4.0,2.0,6.0,277.0,0.0,0.0,152.0,3.0,0.0,135.0,28.0,1.0,0.0,10.0,4.0,15.0,18.0,1.0,11.0,5.0,6.0,2.0,1.0,2.0,21.0,16.0,40.0,2.0,19.0,18.0,3.0,0.0,931,219,148,2.5779,8.2707,1.7186,1.1815,0.1074,0.0,0.4296,0.2148,0.6445,29.753,0.0,0.0,16.3265,0.3222,0.0,14.5005,3.0075,0.1074,0.0,1.0741,0.4296,1.6112,1.9334,0.1074,1.1815,0.5371,0.6445,0.2148,0.1074,0.2148,2.2556,1.7186,4.2965,0.2148,2.0408,1.9334,0.3222,0.0,FP
010405,Amazonas,Condorcanqui,,8.0,81.0,8.0,3.0,0.0,0.0,10.0,2.0,10.0,184.0,0.0,1.0,370.0,0.0,1.0,81.0,20.0,0.0,3.0,6.0,4.0,12.0,8.0,0.0,7.0,3.0,10.0,1.0,0.0,1.0,18.0,23.0,27.0,2.0,5.0,2.0,3.0,0.0,914,167,82,0.8753,8.8621,0.8753,0.3282,0.0,0.0,1.0941,0.2188,1.0941,20.1313,0.0,0.1094,40.4814,0.0,0.1094,8.8621,2.1882,0.0,0.3282,0.6565,0.4376,1.3129,0.8753,0.0,0.7659,0.3282,1.0941,0.1094,0.0,0.1094,1.9694,2.5164,2.954,0.2188,0.547,0.2188,0.3282,0.0,JxP
010406,Amazonas,Condorcanqui,,7.0,25.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,102.0,0.0,0.0,34.0,0.0,0.0,49.0,11.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,4.0,17.0,22.0,0.0,2.0,5.0,1.0,1.0,308,71,24,2.2727,8.1169,1.2987,0.6494,0.0,0.0,0.3247,0.3247,0.6494,33.1169,0.0,0.0,11.039,0.0,0.0,15.9091,3.5714,0.0,0.0,0.0,0.0,0.974,1.6234,0.0,1.6234,0.974,0.0,0.3247,0.0,0.3247,1.2987,5.5195,7.1429,0.0,0.6494,1.6234,0.3247,0.3247,FP
010407,Amazonas,Condorcanqui,,0.0,33.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,191.0,0.0,2.0,78.0,0.0,0.0,45.0,20.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,15.0,17.0,1.0,12.0,5.0,0.0,0.0,450,104,43,0.0,7.3333,1.1111,0.2222,0.0,0.0,0.2222,0.2222,0.4444,42.4444,0.0,0.4444,17.3333,0.0,0.0,10.0,4.4444,0.2222,0.0,0.2222,0.0,0.6667,2.0,0.2222,0.4444,0.0,0.4444,0.4444,0.0,0.0,0.0,3.3333,3.7778,0.2222,2.6667,1.1111,0.0,0.0,FP
010408,Amazonas,Condorcanqui,,3.0,50.0,15.0,1.0,1.0,0.0,2.0,0.0,3.0,105.0,0.0,1.0,59.0,1.0,0.0,38.0,16.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,10.0,18.0,0.0,4.0,13.0,3.0,0.0,366,98,43,0.8197,13.6612,4.0984,0.2732,0.2732,0.0,0.5464,0.0,0.8197,28.6885,0.0,0.2732,16.1202,0.2732,0.0,10.3825,4.3716,0.0,0.0,0.0,0.0,2.459,0.8197,0.0,0.8197,0.8197,0.2732,0.0,0.0,0.2732,0.8197,2.7322,4.918,0.0,1.0929,3.5519,0.8197,0.0,FP
010409,Amazonas,Condorcanqui,,16.0,153.0,33.0,7.0,3.0,0.0,5.0,9.0,16.0,447.0,0.0,5.0,416.0,1.0,9.0,240.0,107.0,3.0,8.0,8.0,3.0,18.0,55.0,0.0,9.0,6.0,14.0,7.0,2.0,1.0,31.0,51.0,56.0,5.0,37.0,57.0,4.0,6.0,1848,369,187,0.8658,8.2792,1.7857,0.3788,0.1623,0.0,0.2706,0.487,0.8658,24.1883,0.0,0.2706,22.5108,0.0541,0.487,12.987,5.79,0.1623,0.4329,0.4329,0.1623,0.974,2.9762,0.0,0.487,0.3247,0.7576,0.3788,0.1082,0.0541,1.6775,2.7597,3.0303,0.2706,2.0022,3.0844,0.2165,0.3247,FP
010410,Amazonas,Condorcanqui,,1.0,12.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,0.0,1.0,62.0,1.0,0.0,23.0,3.0,1.0,6.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,6.0,8.0,0.0,0.0,61.0,1.0,0.0,252,29,16,0.3968,4.7619,3.1746,0.3968,0.0,0.0,0.3968,0.3968,0.3968,15.4762,0.0,0.3968,24.6032,0.3968,0.0,9.127,1.1905,0.3968,2.381,0.0,0.0,1.9841,0.7937,0.0,0.3968,0.0,0.7937,0.3968,0.0,0.0,1.5873,2.381,3.1746,0.0,0.0,24.2063,0.3968,0.0,JxP
010411,Amazonas,Condorcanqui,,1.0,41.0,5.0,4.0,1.0,0.0,6.0,1.0,3.0,71.0,0.0,0.0,72.0,1.0,4.0,65.0,40.0,0.0,0.0,2.0,1.0,6.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,11.0,20.0,2.0,16.0,10.0,3.0,1.0,403,104,66,0.2481,10.1737,1.2407,0.9926,0.2481,0.0,1.4888,0.2481,0.7444,17.6179,0.0,0.0,17.866,0.2481,0.9926,16.129,9.9256,0.0,0.0,0.4963,0.2481,1.4888,1.737,0.0,0.2481,0.2481,0.9926,0.0,0.0,0.0,0.7444,2.7295,4.9628,0.4963,3.9702,2.4814,0.7444,0.2481,JxP
010412,Amazonas,Condorcanqui,,16.0,111.0,16.0,13.0,0.0,0.0,9.0,1.0,13.0,274.0,0.0,1.0,570.0,2.0,3.0,134.0,27.0,3.0,10.0,7.0,0.0,11.0,12.0,0.0,6.0,3.0,14.0,2.0,1.0,1.0,15.0,34.0,31.0,7.0,16.0,14.0,0.0,3.0,1380,425,188,1.1594,8.0435,1.1594,0.942,0.0,0.0,0.6522,0.0725,0.942,19.8551,0.0,0.0725,41.3043,0.1449,0.2174,9.7101,1.9565,0.2174,0.7246,0.5072,0.0,0.7971,0.8696,0.0,0.4348,0.2174,1.0145,0.1449,0.0725,0.0725,1.087,2.4638,2.2464,0.5072,1.1594,1.0145,0.0,0.2174,JxP
010413,Amazonas,Condorcanqui,,9.0,65.0,43.0,6.0,3.0,0.0,7.0,4.0,5.0,387.0,0.0,5.0,199.0,2.0,3.0,184.0,44.0,0.0,1.0,19.0,1.0,14.0,9.0,1.0,10.0,5.0,19.0,9.0,2.0,0.0,20.0,15.0,22.0,2.0,16.0,69.0,12.0,2.0,1214,535,191,0.7414,5.3542,3.542,0.4942,0.2471,0.0,0.5766,0.3295,0.4119,31.8781,0.0,0.4119,16.3921,0.1647,0.2471,15.1565,3.6244,0.0,0.0824,1.5651,0.0824,1.1532,0.7414,0.0824,0.8237,0.4119,1.5651,0.7414,0.1647,0.0,1.6474,1.2356,1.8122,0.1647,1.318,5.6837,0.9885,0.1647,FP
010414,Amazonas,Condorcanqui,,12.0,31.0,26.0,8.0,1.0,0.0,3.0,4.0,8.0,266.0,0.0,2.0,341.0,2.0,3.0,128.0,13.0,3.0,4.0,5.0,3.0,12.0,6.0,1.0,5.0,3.0,9.0,2.0,2.0,1.0,24.0,17.0,37.0,4.0,8.0,54.0,2.0,2.0,1052,448,161,1.1407,2.9468,2.4715,0.7605,0.0951,0.0,0.2852,0.3802,0.7605,25.2852,0.0,0.1901,32.4144,0.1901,0.2852,12.1673,1.2357,0.2852,0.3802,0.4753,0.2852,1.1407,0.5703,0.0951,0.4753,0.2852,0.8555,0.1901,0.1901,0.0951,2.2814,1.616,3.5171,0.3802,0.7605,5.1331,0.1901,0.1901,JxP
010415,Amazonas,Condorcanqui,,14.0,32.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,68.0,0.0,0.0,32.0,4.0,0.0,8.0,3.0,0.0,4.0,3.0,0.0,4.0,1.0,9.0,1.0,0.0,0.0,9.0,7.0,8.0,0.0,5.0,17.0,1.0,0.0,349,55,18,4.0115,9.1691,4.5845,0.2865,0.0,0.0,0.0,0.2865,0.2865,28.6533,0.0,0.0,19.4842,0.0,0.0,9.1691,1.1461,0.0,2.2923,0.8596,0.0,1.1461,0.8596,0.0,1.1461,0.2865,2.5788,0.2865,0.0,0.0,2.5788,2.0057,2.2923,0.0,1.4327,4.8711,0.2865,0.0,FP
010416,Amazonas,Condorcanqui,,6.0,18.0,19.0,5.0,0.0,0.0,2.0,2.0,4.0,41.0,0.0,0.0,56.0,0.0,2.0,23.0,3.0,1.0,2.0,2.0,0.0,4.0,7.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,9.0,9.0,4.0,0.0,3.0,32.0,1.0,1.0,271,87,34,2.214,6.6421,7.0111,1.845,0.0,0.0,0.738,0.738,1.476,15.1292,0.0,0.0,20.6642,0.0,0.738,8.4871,1.107,0.369,0.738,0.738,0.0,1.476,2.583,0.0,0.0,0.369,4.797,0.369,0.0,0.0,3.321,3.321,1.476,0.0,1.107,11.8081,0.369,0.369,JxP
010417,Amazonas,Condorcanqui,,7.0,22.0,53.0,0.0,0.0,0.0,2.0,0.0,7.0,157.0,0.0,2.0,117.0,0.0,1.0,56.0,17.0,0.0,2.0,2.0,0.0,4.0,6.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,13.0,13.0,16.0,0.0,4.0,5.0,2.0,0.0,518,135,29,1.3514,4.2471,10.2317,0.0,0.0,0.0,0.3861,0.0,1.3514,30.3089,0.0,0.3861,22.5869,0.0,0.1931,10.8108,3.2819,0.0,0.3861,0.3861,0.0,0.7722,1.1583,0.0,0.3861,0.0,1.3514,0.1931,0.0,0.0,2.5097,2.5097,3.0888,0.0,0.7722,0.9653,0.3861,0.0,FP
010418,Amazonas,Condorcanqui,,2.0,13.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,59.0,0.0,0.0,51.0,1.0,0.0,25.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,3.0,25.0,0.0,0.0,214,59,42,0.9346,6.0748,2.3364,0.9346,0.0,0.0,0.4673,0.4673,0.0,27.5701,0.0,0.0,23.8318,0.4673,0.0,11.6822,2.8037,0.0,0.0,0.0,0.4673,2.3364,0.9346,0.0,0.4673,0.4673,0.0,0.0,0.0,0.0,2.3364,1.8692,0.4673,0.0,1.4019,11.6822,0.0,0.0,FP
010419,Amazonas,Condorcanqui,,7.0,33.0,21.0,0.0,0.0,0.0,2.0,0.0,5.0,185.0,0.0,0.0,371.0,0.0,4.0,59.0,7.0,0.0,1.0,5.0,0.0,7.0,3.0,1.0,6.0,0.0,8.0,1.0,0.0,1.0,8.0,6.0,9.0,1.0,4.0,32.0,0.0,1.0,788,214,42,0.8883,4.1878,2.665,0.0,0.0,0.0,0.2538,0.0,0.6345,23.4772,0.0,0.0,47.0812,0.0,0.5076,7.4873,0.8883,0.0,0.1269,0.6345,0.0,0.8883,0.3807,0.1269,0.7614,0.0,1.0152,0.1269,0.0,0.1269,1.0152,0.7614,1.1421,0.1269,0.5076,4.0609,0.0,0.1269,JxP
