ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_PNP,r1_FA,r1_PM,r1_PPS,r1_VN,r1_AP,r1_AvP,r1_PP,r1_JP,r1_PPC,r1_FP,r1_UPP,r1_RP,r1_RUNA,r1_SP,r1_PL,r1_DD,r1_APP,VOTOS_VB,VOTOS_VN,VOTOS_VI,r1_total_valid,r1_blank,r1_null,r1_pct_PNP,r1_pct_FA,r1_pct_PM,r1_pct_PPS,r1_pct_VN,r1_pct_AP,r1_pct_AvP,r1_pct_PP,r1_pct_JP,r1_pct_PPC,r1_pct_FP,r1_pct_UPP,r1_pct_RP,r1_pct_RUNA,r1_pct_SP,r1_pct_PL,r1_pct_DD,r1_pct_APP,r2_castillo,r2_fujimori,r2_blank,r2_null,r2_total_valid,r2_pct_castillo,r2_pct_fujimori,r2_margin,r2_winner
051002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,81.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,24.0,0.0,7.0,0.0,3.0,1.0,0.0,38.0,0.0,1.0,43.0,5.0,0.0,166.0,43.0,5.0,48.8,0.6,0.6,0.6,0.6,3.01,0.6,0.6,14.46,0.0,4.22,0.0,1.81,0.6,0.0,22.89,0.0,0.6,155.0,43.0,2.0,13.0,198.0,78.28,21.72,56.56,Castillo
051003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,78.0,1.0,2.0,0.0,6.0,7.0,3.0,3.0,21.0,0.0,12.0,0.0,6.0,1.0,1.0,27.0,0.0,0.0,32.0,8.0,0.0,168.0,32.0,8.0,46.43,0.6,1.19,0.0,3.57,4.17,1.79,1.79,12.5,0.0,7.14,0.0,3.57,0.6,0.6,16.07,0.0,0.0,140.0,65.0,1.0,9.0,205.0,68.29,31.71,36.58,Castillo
051004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,376.0,3.0,2.0,3.0,2.0,35.0,18.0,5.0,70.0,1.0,45.0,6.0,11.0,4.0,2.0,200.0,1.0,7.0,165.0,45.0,0.0,791.0,165.0,45.0,47.53,0.38,0.25,0.38,0.25,4.42,2.28,0.63,8.85,0.13,5.69,0.76,1.39,0.51,0.25,25.28,0.13,0.88,713.0,247.0,3.0,53.0,960.0,74.27,25.73,48.54,Castillo
051005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,51.0,0.0,4.0,1.0,3.0,8.0,6.0,2.0,26.0,1.0,22.0,0.0,8.0,2.0,1.0,67.0,0.0,4.0,48.0,17.0,0.0,206.0,48.0,17.0,24.76,0.0,1.94,0.49,1.46,3.88,2.91,0.97,12.62,0.49,10.68,0.0,3.88,0.97,0.49,32.52,0.0,1.94,162.0,88.0,2.0,17.0,250.0,64.8,35.2,29.6,Castillo
051006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,144.0,2.0,1.0,1.0,0.0,8.0,4.0,0.0,18.0,0.0,14.0,6.0,6.0,1.0,1.0,156.0,0.0,1.0,100.0,11.0,0.0,363.0,100.0,11.0,39.67,0.55,0.28,0.28,0.0,2.2,1.1,0.0,4.96,0.0,3.86,1.65,1.65,0.28,0.28,42.98,0.0,0.28,432.0,38.0,5.0,20.0,470.0,91.91,8.09,83.82,Castillo
051007,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,81.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,19.0,0.0,15.0,0.0,4.0,2.0,4.0,33.0,0.0,2.0,50.0,10.0,0.0,173.0,50.0,10.0,46.82,1.16,1.16,0.0,0.58,1.73,2.31,0.58,10.98,0.0,8.67,0.0,2.31,1.16,2.31,19.08,0.0,1.16,157.0,57.0,3.0,13.0,214.0,73.36,26.64,46.72,Castillo
051008,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,29.0,3.0,1.0,1.0,5.0,25.0,4.0,3.0,23.0,0.0,17.0,1.0,9.0,3.0,3.0,55.0,0.0,2.0,60.0,14.0,0.0,184.0,60.0,14.0,15.76,1.63,0.54,0.54,2.72,13.59,2.17,1.63,12.5,0.0,9.24,0.54,4.89,1.63,1.63,29.89,0.0,1.09,192.0,78.0,0.0,17.0,270.0,71.11,28.89,42.22,Castillo
051009,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,43.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,6.0,0.0,79.0,17.0,6.0,54.43,0.0,1.27,0.0,0.0,2.53,5.06,1.27,6.33,0.0,7.59,0.0,0.0,0.0,0.0,21.52,0.0,0.0,62.0,36.0,1.0,3.0,98.0,63.27,36.73,26.54,Castillo
051010,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,57.0,1.0,0.0,0.0,1.0,12.0,11.0,0.0,44.0,0.0,31.0,1.0,3.0,1.0,0.0,56.0,0.0,2.0,35.0,16.0,0.0,220.0,35.0,16.0,25.91,0.45,0.0,0.0,0.45,5.45,5.0,0.0,20.0,0.0,14.09,0.45,1.36,0.45,0.0,25.45,0.0,0.91,198.0,71.0,5.0,7.0,269.0,73.61,26.39,47.22,Castillo
051101,AYACUCHO,SUCRE,QUEROBAMBA,14.0,1.0,9.0,0.0,6.0,89.0,12.0,3.0,101.0,0.0,79.0,10.0,27.0,12.0,10.0,458.0,1.0,23.0,230.0,51.0,0.0,855.0,230.0,51.0,1.64,0.12,1.05,0.0,0.7,10.41,1.4,0.35,11.81,0.0,9.24,1.17,3.16,1.4,1.17,53.57,0.12,2.69,919.0,234.0,13.0,43.0,1153.0,79.71,20.29,59.42,Castillo
051102,AYACUCHO,SUCRE,BELEN,12.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,0.0,7.0,3.0,0.0,2.0,1.0,61.0,0.0,0.0,21.0,10.0,0.0,97.0,21.0,10.0,12.37,0.0,0.0,0.0,1.03,1.03,2.06,2.06,5.15,0.0,7.22,3.09,0.0,2.06,1.03,62.89,0.0,0.0,100.0,22.0,2.0,2.0,122.0,81.97,18.03,63.94,Castillo
051103,AYACUCHO,SUCRE,CHALCOS,7.0,0.0,0.0,0.0,3.0,22.0,2.0,3.0,14.0,1.0,22.0,1.0,4.0,3.0,3.0,97.0,0.0,5.0,55.0,7.0,0.0,187.0,55.0,7.0,3.74,0.0,0.0,0.0,1.6,11.76,1.07,1.6,7.49,0.53,11.76,0.53,2.14,1.6,1.6,51.87,0.0,2.67,175.0,53.0,6.0,7.0,228.0,76.75,23.25,53.5,Castillo
051104,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,9.0,4.0,1.0,1.0,0.0,29.0,3.0,2.0,29.0,0.0,12.0,4.0,4.0,5.0,2.0,199.0,0.0,8.0,114.0,23.0,0.0,312.0,114.0,23.0,2.88,1.28,0.32,0.32,0.0,9.29,0.96,0.64,9.29,0.0,3.85,1.28,1.28,1.6,0.64,63.78,0.0,2.56,440.0,69.0,14.0,15.0,509.0,86.44,13.56,72.88,Castillo
051105,AYACUCHO,SUCRE,PAICO,5.0,1.0,0.0,0.0,1.0,20.0,2.0,1.0,14.0,0.0,9.0,0.0,5.0,1.0,3.0,138.0,0.0,0.0,51.0,14.0,0.0,200.0,51.0,14.0,2.5,0.5,0.0,0.0,0.5,10.0,1.0,0.5,7.0,0.0,4.5,0.0,2.5,0.5,1.5,69.0,0.0,0.0,230.0,86.0,3.0,10.0,316.0,72.78,27.22,45.56,Castillo
051106,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,9.0,3.0,1.0,3.0,3.0,32.0,1.0,1.0,27.0,1.0,24.0,1.0,7.0,9.0,2.0,86.0,0.0,1.0,89.0,9.0,0.0,211.0,89.0,9.0,4.27,1.42,0.47,1.42,1.42,15.17,0.47,0.47,12.8,0.47,11.37,0.47,3.32,4.27,0.95,40.76,0.0,0.47,238.0,74.0,4.0,10.0,312.0,76.28,23.72,52.56,Castillo
051107,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,13.0,4.0,1.0,0.0,3.0,25.0,4.0,6.0,19.0,1.0,16.0,2.0,5.0,1.0,6.0,175.0,0.0,6.0,73.0,22.0,0.0,287.0,73.0,22.0,4.53,1.39,0.35,0.0,1.05,8.71,1.39,2.09,6.62,0.35,5.57,0.7,1.74,0.35,2.09,60.98,0.0,2.09,309.0,74.0,8.0,13.0,383.0,80.68,19.32,61.36,Castillo
051108,AYACUCHO,SUCRE,SORAS,9.0,4.0,3.0,0.0,3.0,25.0,3.0,2.0,58.0,2.0,41.0,4.0,6.0,1.0,43.0,90.0,2.0,3.0,104.0,24.0,0.0,299.0,104.0,24.0,3.01,1.34,1.0,0.0,1.0,8.36,1.0,0.67,19.4,0.67,13.71,1.34,2.01,0.33,14.38,30.1,0.67,1.0,280.0,120.0,9.0,39.0,400.0,70.0,30.0,40.0,Castillo
051109,AYACUCHO,SUCRE,HUACA¿¿A,31.0,0.0,1.0,0.0,2.0,11.0,2.0,1.0,7.0,0.0,17.0,2.0,7.0,1.0,1.0,69.0,0.0,0.0,53.0,6.0,0.0,152.0,53.0,6.0,20.39,0.0,0.66,0.0,1.32,7.24,1.32,0.66,4.61,0.0,11.18,1.32,4.61,0.66,0.66,45.39,0.0,0.0,124.0,73.0,5.0,12.0,197.0,62.94,37.06,25.88,Castillo
051110,AYACUCHO,SUCRE,CHILCAYOC,4.0,1.0,1.0,0.0,4.0,15.0,2.0,4.0,2.0,0.0,40.0,2.0,3.0,2.0,0.0,104.0,1.0,5.0,82.0,22.0,0.0,190.0,82.0,22.0,2.11,0.53,0.53,0.0,2.11,7.89,1.05,2.11,1.05,0.0,21.05,1.05,1.58,1.05,0.0,54.74,0.53,2.63,199.0,98.0,1.0,25.0,297.0,67.0,33.0,34.0,Castillo
051111,AYACUCHO,SUCRE,MORCOLLA,13.0,4.0,5.0,1.0,5.0,24.0,4.0,7.0,45.0,1.0,47.0,7.0,6.0,3.0,6.0,154.0,0.0,4.0,145.0,36.0,0.0,336.0,145.0,36.0,3.87,1.19,1.49,0.3,1.49,7.14,1.19,2.08,13.39,0.3,13.99,2.08,1.79,0.89,1.79,45.83,0.0,1.19,411.0,138.0,7.0,35.0,549.0,74.86,25.14,49.72,Castillo
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,306.0,854.0,2198.0,252.0,4313.0,6463.0,11434.0,2961.0,4874.0,1250.0,11494.0,254.0,9251.0,379.0,1513.0,31167.0,360.0,8035.0,13830.0,7611.0,0.0,97358.0,13830.0,7611.0,0.31,0.88,2.26,0.26,4.43,6.64,11.74,3.04,5.01,1.28,11.81,0.26,9.5,0.39,1.55,32.01,0.37,8.25,65708.0,53285.0,1016.0,9502.0,118993.0,55.22,44.78,10.44,Castillo
060102,CAJAMARCA,CAJAMARCA,ASUNCIÓN,8.0,14.0,8.0,3.0,69.0,109.0,69.0,23.0,90.0,2.0,167.0,4.0,85.0,37.0,32.0,1409.0,8.0,117.0,643.0,270.0,0.0,2254.0,643.0,270.0,0.35,0.62,0.35,0.13,3.06,4.84,3.06,1.02,3.99,0.09,7.41,0.18,3.77,1.64,1.42,62.51,0.35,5.19,3236.0,736.0,73.0,369.0,3972.0,81.47,18.53,62.94,Castillo
060103,CAJAMARCA,CAJAMARCA,COSPAN,22.0,13.0,16.0,2.0,49.0,240.0,44.0,14.0,58.0,6.0,278.0,13.0,29.0,21.0,32.0,657.0,3.0,187.0,840.0,200.0,0.0,1684.0,840.0,200.0,1.31,0.77,0.95,0.12,2.91,14.25,2.61,0.83,3.44,0.36,16.51,0.77,1.72,1.25,1.9,39.01,0.18,11.1,2044.0,949.0,53.0,201.0,2993.0,68.29,31.71,36.58,Castillo
060104,CAJAMARCA,CAJAMARCA,CHETILLA,4.0,15.0,2.0,1.0,9.0,46.0,35.0,7.0,6.0,3.0,111.0,2.0,24.0,17.0,10.0,1096.0,5.0,40.0,546.0,179.0,0.0,1433.0,546.0,179.0,0.28,1.05,0.14,0.07,0.63,3.21,2.44,0.49,0.42,0.21,7.75,0.14,1.67,1.19,0.7,76.48,0.35,2.79,1703.0,281.0,52.0,172.0,1984.0,85.84,14.16,71.68,Castillo
060105,CAJAMARCA,CAJAMARCA,ENCA¿¿ADA,35.0,48.0,70.0,12.0,166.0,366.0,350.0,142.0,144.0,35.0,1342.0,40.0,292.0,63.0,191.0,6879.0,20.0,315.0,2939.0,907.0,0.0,10510.0,2939.0,907.0,0.33,0.46,0.67,0.11,1.58,3.48,3.33,1.35,1.37,0.33,12.77,0.38,2.78,0.6,1.82,65.45,0.19,3.0,10874.0,4398.0,217.0,789.0,15272.0,71.2,28.8,42.4,Castillo
060106,CAJAMARCA,CAJAMARCA,JESÚS,30.0,14.0,90.0,12.0,128.0,237.0,204.0,79.0,123.0,11.0,989.0,22.0,195.0,35.0,93.0,2231.0,16.0,310.0,1500.0,986.0,0.0,4819.0,1500.0,986.0,0.62,0.29,1.87,0.25,2.66,4.92,4.23,1.64,2.55,0.23,20.52,0.46,4.05,0.73,1.93,46.3,0.33,6.43,4603.0,3040.0,198.0,623.0,7643.0,60.23,39.77,20.46,Castillo
060107,CAJAMARCA,CAJAMARCA,LOS BA¿¿OS DEL INCA,69.0,97.0,166.0,26.0,614.0,679.0,1177.0,382.0,393.0,82.0,3212.0,59.0,1213.0,72.0,305.0,8897.0,55.0,1055.0,3761.0,1468.0,0.0,18553.0,3761.0,1468.0,0.37,0.52,0.89,0.14,3.31,3.66,6.34,2.06,2.12,0.44,17.31,0.32,6.54,0.39,1.64,47.95,0.3,5.69,12981.0,10193.0,268.0,1712.0,23174.0,56.02,43.98,12.04,Castillo
060108,CAJAMARCA,CAJAMARCA,LLACANORA,11.0,7.0,22.0,6.0,52.0,133.0,65.0,36.0,55.0,5.0,545.0,3.0,134.0,11.0,21.0,1394.0,1.0,129.0,545.0,172.0,0.0,2630.0,545.0,172.0,0.42,0.27,0.84,0.23,1.98,5.06,2.47,1.37,2.09,0.19,20.72,0.11,5.1,0.42,0.8,53.0,0.04,4.9,1840.0,1439.0,34.0,198.0,3279.0,56.11,43.89,12.22,Castillo
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,9.0,21.0,17.0,10.0,74.0,226.0,152.0,43.0,91.0,10.0,372.0,13.0,140.0,59.0,47.0,2473.0,11.0,198.0,1051.0,329.0,0.0,3966.0,1051.0,329.0,0.23,0.53,0.43,0.25,1.87,5.7,3.83,1.08,2.29,0.25,9.38,0.33,3.53,1.49,1.19,62.36,0.28,4.99,4313.0,1184.0,98.0,250.0,5497.0,78.46,21.54,56.92,Castillo
060110,CAJAMARCA,CAJAMARCA,MATARA,8.0,7.0,13.0,2.0,44.0,73.0,56.0,26.0,49.0,3.0,304.0,3.0,53.0,23.0,28.0,854.0,2.0,72.0,436.0,149.0,0.0,1620.0,436.0,149.0,0.49,0.43,0.8,0.12,2.72,4.51,3.46,1.6,3.02,0.19,18.77,0.19,3.27,1.42,1.73,52.72,0.12,4.44,1383.0,892.0,38.0,132.0,2275.0,60.79,39.21,21.58,Castillo
060111,CAJAMARCA,CAJAMARCA,NAMORA,13.0,23.0,112.0,6.0,81.0,200.0,146.0,32.0,76.0,15.0,495.0,12.0,139.0,24.0,71.0,2229.0,7.0,242.0,1346.0,339.0,0.0,3923.0,1346.0,339.0,0.33,0.59,2.85,0.15,2.06,5.1,3.72,0.82,1.94,0.38,12.62,0.31,3.54,0.61,1.81,56.82,0.18,6.17,3693.0,1994.0,85.0,339.0,5687.0,64.94,35.06,29.88,Castillo
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,3.0,9.0,10.0,6.0,49.0,115.0,69.0,35.0,56.0,20.0,381.0,7.0,65.0,18.0,19.0,1054.0,8.0,97.0,623.0,182.0,0.0,2021.0,623.0,182.0,0.15,0.45,0.49,0.3,2.42,5.69,3.41,1.73,2.77,0.99,18.85,0.35,3.22,0.89,0.94,52.15,0.4,4.8,1928.0,1026.0,42.0,182.0,2954.0,65.27,34.73,30.54,Castillo
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,83.0,61.0,115.0,29.0,385.0,683.0,583.0,226.0,625.0,102.0,2600.0,44.0,665.0,70.0,150.0,4565.0,37.0,1304.0,3288.0,1290.0,0.0,12327.0,3288.0,1290.0,0.67,0.49,0.93,0.24,3.12,5.54,4.73,1.83,5.07,0.83,21.09,0.36,5.39,0.57,1.22,37.03,0.3,10.58,9316.0,7883.0,201.0,1557.0,17199.0,54.17,45.83,8.34,Castillo
060202,CAJAMARCA,CAJABAMBA,CACHACHI,28.0,33.0,16.0,13.0,71.0,277.0,97.0,54.0,110.0,16.0,677.0,13.0,113.0,53.0,44.0,1745.0,15.0,252.0,1695.0,539.0,0.0,3627.0,1695.0,539.0,0.77,0.91,0.44,0.36,1.96,7.64,2.67,1.49,3.03,0.44,18.67,0.36,3.12,1.46,1.21,48.11,0.41,6.95,4794.0,2761.0,165.0,611.0,7555.0,63.45,36.55,26.9,Castillo
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,34.0,41.0,23.0,3.0,78.0,176.0,64.0,39.0,149.0,8.0,786.0,10.0,87.0,38.0,70.0,1694.0,8.0,243.0,1454.0,450.0,0.0,3551.0,1454.0,450.0,0.96,1.15,0.65,0.08,2.2,4.96,1.8,1.1,4.2,0.23,22.13,0.28,2.45,1.07,1.97,47.7,0.23,6.84,3185.0,2117.0,120.0,575.0,5302.0,60.07,39.93,20.14,Castillo
060205,CAJAMARCA,CAJABAMBA,SITACOCHA,33.0,11.0,8.0,5.0,37.0,89.0,33.0,14.0,70.0,3.0,574.0,9.0,25.0,12.0,14.0,533.0,3.0,114.0,791.0,525.0,0.0,1587.0,791.0,525.0,2.08,0.69,0.5,0.32,2.33,5.61,2.08,0.88,4.41,0.19,36.17,0.57,1.58,0.76,0.88,33.59,0.19,7.18,1112.0,1876.0,62.0,192.0,2988.0,37.22,62.78,-25.56,Fujimori
060301,CAJAMARCA,CELENDÍN,CELENDÍN,50.0,92.0,117.0,57.0,315.0,617.0,472.0,116.0,665.0,44.0,628.0,13.0,491.0,31.0,518.0,4333.0,26.0,741.0,2193.0,910.0,0.0,9326.0,2193.0,910.0,0.54,0.99,1.25,0.61,3.38,6.62,5.06,1.24,7.13,0.47,6.73,0.14,5.26,0.33,5.55,46.46,0.28,7.95,9492.0,3125.0,131.0,873.0,12617.0,75.23,24.77,50.46,Castillo
060302,CAJAMARCA,CELENDÍN,CORTEGANA,12.0,36.0,2.0,4.0,93.0,131.0,52.0,20.0,48.0,6.0,67.0,4.0,37.0,23.0,63.0,1085.0,1.0,103.0,658.0,121.0,0.0,1787.0,658.0,121.0,0.67,2.01,0.11,0.22,5.2,7.33,2.91,1.12,2.69,0.34,3.75,0.22,2.07,1.29,3.53,60.72,0.06,5.76,2455.0,278.0,24.0,81.0,2733.0,89.83,10.17,79.66,Castillo
060303,CAJAMARCA,CELENDÍN,CHUMUCH,7.0,19.0,9.0,4.0,68.0,45.0,23.0,8.0,14.0,1.0,25.0,2.0,14.0,2.0,28.0,171.0,1.0,40.0,218.0,55.0,0.0,481.0,218.0,55.0,1.46,3.95,1.87,0.83,14.14,9.36,4.78,1.66,2.91,0.21,5.2,0.42,2.91,0.42,5.82,35.55,0.21,8.32,945.0,93.0,11.0,36.0,1038.0,91.04,8.96,82.08,Castillo
060304,CAJAMARCA,CELENDÍN,HUASMIN,11.0,46.0,23.0,8.0,79.0,140.0,76.0,36.0,144.0,6.0,91.0,4.0,52.0,36.0,137.0,1897.0,9.0,134.0,1532.0,270.0,0.0,2929.0,1532.0,270.0,0.38,1.57,0.79,0.27,2.7,4.78,2.59,1.23,4.92,0.2,3.11,0.14,1.78,1.23,4.68,64.77,0.31,4.57,4822.0,344.0,64.0,183.0,5166.0,93.34,6.66,86.68,Castillo
060305,CAJAMARCA,CELENDÍN,JORGE CHÁVEZ,4.0,2.0,2.0,0.0,8.0,18.0,18.0,0.0,20.0,0.0,26.0,0.0,3.0,4.0,10.0,78.0,0.0,7.0,55.0,144.0,0.0,200.0,55.0,144.0,2.0,1.0,1.0,0.0,4.0,9.0,9.0,0.0,10.0,0.0,13.0,0.0,1.5,2.0,5.0,39.0,0.0,3.5,255.0,158.0,3.0,16.0,413.0,61.74,38.26,23.48,Castillo
060306,CAJAMARCA,CELENDÍN,JOSÉ GÁLVEZ,5.0,8.0,20.0,1.0,45.0,80.0,47.0,23.0,65.0,0.0,115.0,0.0,77.0,9.0,48.0,468.0,3.0,65.0,292.0,136.0,0.0,1079.0,292.0,136.0,0.46,0.74,1.85,0.09,4.17,7.41,4.36,2.13,6.02,0.0,10.66,0.0,7.14,0.83,4.45,43.37,0.28,6.02,1080.0,451.0,24.0,114.0,1531.0,70.54,29.46,41.08,Castillo
060307,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,3.0,6.0,2.0,0.0,66.0,66.0,18.0,15.0,21.0,1.0,38.0,1.0,11.0,8.0,37.0,448.0,2.0,25.0,287.0,177.0,0.0,768.0,287.0,177.0,0.39,0.78,0.26,0.0,8.59,8.59,2.34,1.95,2.73,0.13,4.95,0.13,1.43,1.04,4.82,58.33,0.26,3.26,1507.0,176.0,18.0,67.0,1683.0,89.54,10.46,79.08,Castillo
060308,CAJAMARCA,CELENDÍN,OXAMARCA,7.0,16.0,5.0,3.0,32.0,106.0,45.0,12.0,42.0,2.0,123.0,3.0,21.0,18.0,129.0,1067.0,3.0,74.0,731.0,186.0,0.0,1708.0,731.0,186.0,0.41,0.94,0.29,0.18,1.87,6.21,2.63,0.7,2.46,0.12,7.2,0.18,1.23,1.05,7.55,62.47,0.18,4.33,2308.0,450.0,22.0,130.0,2758.0,83.68,16.32,67.36,Castillo
060309,CAJAMARCA,CELENDÍN,SOROCHUCO,12.0,26.0,24.0,8.0,83.0,155.0,119.0,36.0,61.0,9.0,419.0,9.0,67.0,33.0,268.0,1607.0,5.0,153.0,1064.0,295.0,0.0,3094.0,1064.0,295.0,0.39,0.84,0.78,0.26,2.68,5.01,3.85,1.16,1.97,0.29,13.54,0.29,2.17,1.07,8.66,51.94,0.16,4.95,3559.0,1338.0,53.0,171.0,4897.0,72.68,27.32,45.36,Castillo
060310,CAJAMARCA,CELENDÍN,SUCRE,5.0,33.0,18.0,5.0,46.0,122.0,61.0,18.0,134.0,6.0,161.0,7.0,56.0,7.0,95.0,760.0,0.0,91.0,438.0,298.0,0.0,1625.0,438.0,298.0,0.31,2.03,1.11,0.31,2.83,7.51,3.75,1.11,8.25,0.37,9.91,0.43,3.45,0.43,5.85,46.77,0.0,5.6,1957.0,544.0,34.0,151.0,2501.0,78.25,21.75,56.5,Castillo
060311,CAJAMARCA,CELENDÍN,UTCO,3.0,7.0,8.0,0.0,14.0,45.0,4.0,8.0,18.0,3.0,47.0,1.0,13.0,6.0,28.0,230.0,0.0,21.0,130.0,32.0,0.0,456.0,130.0,32.0,0.66,1.54,1.75,0.0,3.07,9.87,0.88,1.75,3.95,0.66,10.31,0.22,2.85,1.32,6.14,50.44,0.0,4.61,522.0,206.0,6.0,33.0,728.0,71.7,28.3,43.4,Castillo
060312,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLAN,5.0,11.0,9.0,4.0,96.0,151.0,32.0,14.0,82.0,5.0,73.0,2.0,49.0,18.0,83.0,1306.0,0.0,78.0,735.0,200.0,0.0,2018.0,735.0,200.0,0.25,0.55,0.45,0.2,4.76,7.48,1.59,0.69,4.06,0.25,3.62,0.1,2.43,0.89,4.11,64.72,0.0,3.87,2860.0,434.0,33.0,119.0,3294.0,86.82,13.18,73.64,Castillo
060401,CAJAMARCA,CONTUMAZA,CONTUMAZA,12.0,12.0,11.0,1.0,69.0,228.0,72.0,21.0,194.0,9.0,157.0,1.0,52.0,27.0,11.0,549.0,5.0,187.0,506.0,146.0,0.0,1618.0,506.0,146.0,0.74,0.74,0.68,0.06,4.26,14.09,4.45,1.3,11.99,0.56,9.7,0.06,3.21,1.67,0.68,33.93,0.31,11.56,2453.0,1007.0,52.0,220.0,3460.0,70.9,29.1,41.8,Castillo
060403,CAJAMARCA,CONTUMAZA,CHILETE,3.0,3.0,7.0,3.0,46.0,121.0,56.0,17.0,76.0,3.0,153.0,3.0,66.0,3.0,12.0,381.0,1.0,224.0,190.0,62.0,0.0,1178.0,190.0,62.0,0.25,0.25,0.59,0.25,3.9,10.27,4.75,1.44,6.45,0.25,12.99,0.25,5.6,0.25,1.02,32.34,0.08,19.02,987.0,628.0,12.0,68.0,1615.0,61.11,38.89,22.22,Castillo
060404,CAJAMARCA,CONTUMAZA,GUZMANGO,7.0,22.0,4.0,2.0,19.0,70.0,10.0,7.0,62.0,5.0,125.0,1.0,32.0,3.0,0.0,230.0,0.0,96.0,239.0,75.0,0.0,695.0,239.0,75.0,1.01,3.17,0.58,0.29,2.73,10.07,1.44,1.01,8.92,0.72,17.99,0.14,4.6,0.43,0.0,33.09,0.0,13.81,873.0,418.0,31.0,75.0,1291.0,67.62,32.38,35.24,Castillo
060405,CAJAMARCA,CONTUMAZA,SAN BENITO,15.0,5.0,7.0,0.0,59.0,132.0,32.0,7.0,56.0,0.0,258.0,1.0,43.0,8.0,18.0,237.0,0.0,239.0,305.0,71.0,0.0,1117.0,305.0,71.0,1.34,0.45,0.63,0.0,5.28,11.82,2.86,0.63,5.01,0.0,23.1,0.09,3.85,0.72,1.61,21.22,0.0,21.4,825.0,870.0,37.0,65.0,1695.0,48.67,51.33,-2.66,Fujimori
060406,CAJAMARCA,CONTUMAZA,CUPISNIQUE,0.0,1.0,3.0,0.0,13.0,31.0,7.0,2.0,5.0,0.0,76.0,1.0,11.0,4.0,1.0,135.0,0.0,19.0,75.0,109.0,0.0,309.0,75.0,109.0,0.0,0.32,0.97,0.0,4.21,10.03,2.27,0.65,1.62,0.0,24.6,0.32,3.56,1.29,0.32,43.69,0.0,6.15,375.0,364.0,16.0,21.0,739.0,50.74,49.26,1.48,Castillo
060407,CAJAMARCA,CONTUMAZA,TANTARICA,5.0,2.0,6.0,1.0,21.0,77.0,12.0,7.0,45.0,1.0,104.0,4.0,15.0,9.0,8.0,248.0,3.0,64.0,191.0,62.0,0.0,632.0,191.0,62.0,0.79,0.32,0.95,0.16,3.32,12.18,1.9,1.11,7.12,0.16,16.46,0.63,2.37,1.42,1.27,39.24,0.47,10.13,761.0,397.0,15.0,43.0,1158.0,65.72,34.28,31.44,Castillo
060408,CAJAMARCA,CONTUMAZA,YONAN,18.0,7.0,30.0,5.0,92.0,312.0,163.0,100.0,119.0,15.0,543.0,4.0,92.0,11.0,28.0,777.0,3.0,290.0,412.0,123.0,0.0,2609.0,412.0,123.0,0.69,0.27,1.15,0.19,3.53,11.96,6.25,3.83,4.56,0.57,20.81,0.15,3.53,0.42,1.07,29.78,0.11,11.12,1890.0,1593.0,22.0,165.0,3483.0,54.26,45.74,8.52,Castillo
060409,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,1.0,2.0,0.0,0.0,5.0,45.0,12.0,5.0,23.0,0.0,50.0,0.0,20.0,5.0,5.0,100.0,1.0,17.0,69.0,12.0,0.0,291.0,69.0,12.0,0.34,0.69,0.0,0.0,1.72,15.46,4.12,1.72,7.9,0.0,17.18,0.0,6.87,1.72,1.72,34.36,0.34,5.84,352.0,205.0,6.0,14.0,557.0,63.2,36.8,26.4,Castillo
