ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_PNP,r1_FA,r1_PM,r1_PPS,r1_VN,r1_AP,r1_AvP,r1_PP,r1_JP,r1_PPC,r1_FP,r1_UPP,r1_RP,r1_RUNA,r1_SP,r1_PL,r1_DD,r1_APP,VOTOS_VB,VOTOS_VN,VOTOS_VI,r1_total_valid,r1_blank,r1_null,r1_pct_PNP,r1_pct_FA,r1_pct_PM,r1_pct_PPS,r1_pct_VN,r1_pct_AP,r1_pct_AvP,r1_pct_PP,r1_pct_JP,r1_pct_PPC,r1_pct_FP,r1_pct_UPP,r1_pct_RP,r1_pct_RUNA,r1_pct_SP,r1_pct_PL,r1_pct_DD,r1_pct_APP,r2_castillo,r2_fujimori,r2_blank,r2_null,r2_total_valid,r2_pct_castillo,r2_pct_fujimori,r2_margin,r2_winner
010121,AMAZONAS,CHACHAPOYAS,SONCHE,21.0,3.0,1.0,0.0,1.0,20.0,1.0,6.0,12.0,0.0,29.0,0.0,8.0,1.0,1.0,11.0,1.0,13.0,32.0,20.0,0.0,129.0,32.0,20.0,16.28,2.33,0.78,0.0,0.78,15.5,0.78,4.65,9.3,0.0,22.48,0.0,6.2,0.78,0.78,8.53,0.78,10.08,98.0,89.0,4.0,8.0,187.0,52.41,47.59,4.82,Castillo
010201,AMAZONAS,BAGUA,LA PECA,509.0,17.0,23.0,7.0,174.0,319.0,66.0,65.0,150.0,14.0,518.0,99.0,217.0,14.0,30.0,700.0,7.0,260.0,867.0,549.0,0.0,3189.0,867.0,549.0,15.96,0.53,0.72,0.22,5.46,10.0,2.07,2.04,4.7,0.44,16.24,3.1,6.8,0.44,0.94,21.95,0.22,8.15,2769.0,1696.0,41.0,269.0,4465.0,62.02,37.98,24.04,Castillo
010202,AMAZONAS,BAGUA,ARAMANGO,356.0,13.0,41.0,4.0,151.0,267.0,69.0,265.0,105.0,8.0,673.0,45.0,252.0,42.0,27.0,1250.0,8.0,241.0,1326.0,429.0,0.0,3817.0,1326.0,429.0,9.33,0.34,1.07,0.1,3.96,7.0,1.81,6.94,2.75,0.21,17.63,1.18,6.6,1.1,0.71,32.75,0.21,6.31,3368.0,1803.0,63.0,299.0,5171.0,65.13,34.87,30.26,Castillo
010203,AMAZONAS,BAGUA,COPALLIN,440.0,12.0,15.0,2.0,86.0,220.0,40.0,28.0,107.0,6.0,235.0,71.0,127.0,16.0,25.0,481.0,2.0,167.0,590.0,203.0,0.0,2080.0,590.0,203.0,21.15,0.58,0.72,0.1,4.13,10.58,1.92,1.35,5.14,0.29,11.3,3.41,6.11,0.77,1.2,23.12,0.1,8.03,1940.0,867.0,28.0,129.0,2807.0,69.11,30.89,38.22,Castillo
010204,AMAZONAS,BAGUA,EL PARCO,117.0,3.0,3.0,1.0,60.0,64.0,14.0,14.0,37.0,1.0,71.0,41.0,42.0,8.0,7.0,214.0,0.0,47.0,166.0,46.0,0.0,744.0,166.0,46.0,15.73,0.4,0.4,0.13,8.06,8.6,1.88,1.88,4.97,0.13,9.54,5.51,5.65,1.08,0.94,28.76,0.0,6.32,690.0,250.0,5.0,32.0,940.0,73.4,26.6,46.8,Castillo
010205,AMAZONAS,BAGUA,BAGUA,506.0,20.0,107.0,26.0,605.0,931.0,375.0,276.0,469.0,58.0,1658.0,248.0,925.0,34.0,117.0,2540.0,26.0,1247.0,2053.0,1381.0,0.0,10168.0,2053.0,1381.0,4.98,0.2,1.05,0.26,5.95,9.16,3.69,2.71,4.61,0.57,16.31,2.44,9.1,0.33,1.15,24.98,0.26,12.26,7756.0,5235.0,88.0,822.0,12991.0,59.7,40.3,19.4,Castillo
010206,AMAZONAS,BAGUA,IMAZA,1027.0,30.0,157.0,8.0,107.0,208.0,68.0,1723.0,325.0,11.0,338.0,408.0,252.0,57.0,28.0,2365.0,9.0,359.0,2697.0,753.0,0.0,7480.0,2697.0,753.0,13.73,0.4,2.1,0.11,1.43,2.78,0.91,23.03,4.34,0.15,4.52,5.45,3.37,0.76,0.37,31.62,0.12,4.8,9457.0,919.0,68.0,376.0,10376.0,91.14,8.86,82.28,Castillo
010301,AMAZONAS,BONGARÁ,JUMBILLA,16.0,5.0,10.0,1.0,16.0,54.0,16.0,2.0,50.0,1.0,47.0,1.0,23.0,2.0,7.0,101.0,1.0,15.0,104.0,44.0,0.0,368.0,104.0,44.0,4.35,1.36,2.72,0.27,4.35,14.67,4.35,0.54,13.59,0.27,12.77,0.27,6.25,0.54,1.9,27.45,0.27,4.08,366.0,170.0,11.0,51.0,536.0,68.28,31.72,36.56,Castillo
010302,AMAZONAS,BONGARÁ,COROSHA,12.0,1.0,3.0,1.0,8.0,24.0,5.0,3.0,27.0,1.0,34.0,4.0,16.0,2.0,12.0,172.0,0.0,26.0,104.0,43.0,0.0,351.0,104.0,43.0,3.42,0.28,0.85,0.28,2.28,6.84,1.42,0.85,7.69,0.28,9.69,1.14,4.56,0.57,3.42,49.0,0.0,7.41,380.0,100.0,6.0,14.0,480.0,79.17,20.83,58.34,Castillo
010303,AMAZONAS,BONGARÁ,CUISPES,14.0,2.0,4.0,0.0,20.0,39.0,4.0,10.0,33.0,1.0,19.0,12.0,20.0,2.0,6.0,71.0,0.0,18.0,92.0,55.0,0.0,275.0,92.0,55.0,5.09,0.73,1.45,0.0,7.27,14.18,1.45,3.64,12.0,0.36,6.91,4.36,7.27,0.73,2.18,25.82,0.0,6.55,319.0,98.0,1.0,18.0,417.0,76.5,23.5,53.0,Castillo
010304,AMAZONAS,BONGARÁ,CHISQUILLA,8.0,6.0,1.0,1.0,5.0,32.0,10.0,3.0,20.0,0.0,39.0,1.0,16.0,0.0,10.0,44.0,0.0,20.0,36.0,41.0,0.0,216.0,36.0,41.0,3.7,2.78,0.46,0.46,2.31,14.81,4.63,1.39,9.26,0.0,18.06,0.46,7.41,0.0,4.63,20.37,0.0,9.26,176.0,106.0,6.0,18.0,282.0,62.41,37.59,24.82,Castillo
010305,AMAZONAS,BONGARÁ,CHURUJA,4.0,1.0,4.0,1.0,2.0,30.0,10.0,7.0,13.0,1.0,36.0,2.0,14.0,0.0,0.0,35.0,0.0,13.0,56.0,7.0,0.0,173.0,56.0,7.0,2.31,0.58,2.31,0.58,1.16,17.34,5.78,4.05,7.51,0.58,20.81,1.16,8.09,0.0,0.0,20.23,0.0,7.51,111.0,128.0,1.0,10.0,239.0,46.44,53.56,-7.12,Fujimori
010306,AMAZONAS,BONGARÁ,FLORIDA,38.0,9.0,17.0,2.0,47.0,125.0,69.0,44.0,89.0,3.0,392.0,11.0,105.0,10.0,12.0,955.0,2.0,98.0,526.0,269.0,0.0,2028.0,526.0,269.0,1.87,0.44,0.84,0.1,2.32,6.16,3.4,2.17,4.39,0.15,19.33,0.54,5.18,0.49,0.59,47.09,0.1,4.83,1843.0,1125.0,35.0,243.0,2968.0,62.1,37.9,24.2,Castillo
010307,AMAZONAS,BONGARÁ,RECTA,6.0,5.0,5.0,0.0,12.0,24.0,5.0,4.0,22.0,1.0,20.0,4.0,7.0,2.0,3.0,22.0,0.0,8.0,24.0,10.0,0.0,150.0,24.0,10.0,4.0,3.33,3.33,0.0,8.0,16.0,3.33,2.67,14.67,0.67,13.33,2.67,4.67,1.33,2.0,14.67,0.0,5.33,143.0,42.0,1.0,5.0,185.0,77.3,22.7,54.6,Castillo
010308,AMAZONAS,BONGARÁ,SAN CARLOS,15.0,0.0,5.0,1.0,6.0,22.0,7.0,8.0,18.0,0.0,27.0,6.0,19.0,2.0,2.0,62.0,2.0,33.0,54.0,32.0,0.0,235.0,54.0,32.0,6.38,0.0,2.13,0.43,2.55,9.36,2.98,3.4,7.66,0.0,11.49,2.55,8.09,0.85,0.85,26.38,0.85,14.04,202.0,102.0,3.0,22.0,304.0,66.45,33.55,32.9,Castillo
010309,AMAZONAS,BONGARÁ,SHIPASBAMBA,41.0,5.0,6.0,1.0,20.0,52.0,23.0,23.0,56.0,2.0,74.0,10.0,24.0,2.0,6.0,205.0,2.0,26.0,143.0,184.0,0.0,578.0,143.0,184.0,7.09,0.87,1.04,0.17,3.46,9.0,3.98,3.98,9.69,0.35,12.8,1.73,4.15,0.35,1.04,35.47,0.35,4.5,604.0,269.0,7.0,55.0,873.0,69.19,30.81,38.38,Castillo
010310,AMAZONAS,BONGARÁ,VALERA,33.0,4.0,10.0,0.0,17.0,34.0,10.0,14.0,56.0,1.0,119.0,2.0,34.0,4.0,3.0,59.0,0.0,47.0,112.0,46.0,0.0,447.0,112.0,46.0,7.38,0.89,2.24,0.0,3.8,7.61,2.24,3.13,12.53,0.22,26.62,0.45,7.61,0.89,0.67,13.2,0.0,10.51,286.0,301.0,7.0,27.0,587.0,48.72,51.28,-2.56,Fujimori
010311,AMAZONAS,BONGARÁ,YAMBRASBAMBA,41.0,17.0,20.0,7.0,44.0,198.0,52.0,22.0,95.0,1.0,307.0,28.0,97.0,9.0,22.0,842.0,2.0,110.0,574.0,170.0,0.0,1914.0,574.0,170.0,2.14,0.89,1.04,0.37,2.3,10.34,2.72,1.15,4.96,0.05,16.04,1.46,5.07,0.47,1.15,43.99,0.1,5.75,1914.0,997.0,32.0,118.0,2911.0,65.75,34.25,31.5,Castillo
010312,AMAZONAS,BONGARÁ,JAZAN,111.0,16.0,54.0,8.0,115.0,242.0,143.0,94.0,278.0,9.0,629.0,49.0,212.0,14.0,30.0,686.0,1.0,209.0,699.0,246.0,0.0,2900.0,699.0,246.0,3.83,0.55,1.86,0.28,3.97,8.34,4.93,3.24,9.59,0.31,21.69,1.69,7.31,0.48,1.03,23.66,0.03,7.21,2030.0,1771.0,48.0,254.0,3801.0,53.41,46.59,6.82,Castillo
010401,AMAZONAS,LUYA,LAMUD,120.0,2.0,19.0,3.0,44.0,61.0,37.0,20.0,102.0,4.0,59.0,14.0,106.0,3.0,6.0,125.0,3.0,80.0,178.0,90.0,0.0,808.0,178.0,90.0,14.85,0.25,2.35,0.37,5.45,7.55,4.58,2.48,12.62,0.5,7.3,1.73,13.12,0.37,0.74,15.47,0.37,9.9,695.0,364.0,13.0,78.0,1059.0,65.63,34.37,31.26,Castillo
010402,AMAZONAS,LUYA,CAMPORREDONDO,38.0,7.0,20.0,4.0,48.0,153.0,36.0,18.0,131.0,7.0,217.0,49.0,58.0,23.0,49.0,1120.0,3.0,238.0,613.0,227.0,0.0,2219.0,613.0,227.0,1.71,0.32,0.9,0.18,2.16,6.89,1.62,0.81,5.9,0.32,9.78,2.21,2.61,1.04,2.21,50.47,0.14,10.73,2041.0,854.0,30.0,170.0,2895.0,70.5,29.5,41.0,Castillo
010403,AMAZONAS,LUYA,COCABAMBA,6.0,8.0,3.0,1.0,18.0,34.0,11.0,7.0,26.0,1.0,56.0,1.0,6.0,4.0,11.0,55.0,2.0,22.0,150.0,32.0,0.0,272.0,150.0,32.0,2.21,2.94,1.1,0.37,6.62,12.5,4.04,2.57,9.56,0.37,20.59,0.37,2.21,1.47,4.04,20.22,0.74,8.09,411.0,226.0,12.0,25.0,637.0,64.52,35.48,29.04,Castillo
010404,AMAZONAS,LUYA,COLCAMAR,130.0,12.0,12.0,0.0,18.0,75.0,22.0,14.0,105.0,2.0,107.0,1.0,38.0,7.0,13.0,101.0,0.0,46.0,203.0,106.0,0.0,703.0,203.0,106.0,18.49,1.71,1.71,0.0,2.56,10.67,3.13,1.99,14.94,0.28,15.22,0.14,5.41,1.0,1.85,14.37,0.0,6.54,571.0,459.0,19.0,108.0,1030.0,55.44,44.56,10.88,Castillo
010405,AMAZONAS,LUYA,CONILA,73.0,3.0,9.0,2.0,6.0,35.0,12.0,10.0,58.0,2.0,106.0,0.0,27.0,10.0,4.0,280.0,2.0,53.0,195.0,78.0,0.0,692.0,195.0,78.0,10.55,0.43,1.3,0.29,0.87,5.06,1.73,1.45,8.38,0.29,15.32,0.0,3.9,1.45,0.58,40.46,0.29,7.66,583.0,343.0,13.0,49.0,926.0,62.96,37.04,25.92,Castillo
010406,AMAZONAS,LUYA,INGUILPATA,34.0,2.0,6.0,3.0,12.0,21.0,6.0,5.0,22.0,2.0,42.0,0.0,9.0,1.0,0.0,23.0,0.0,22.0,79.0,18.0,0.0,210.0,79.0,18.0,16.19,0.95,2.86,1.43,5.71,10.0,2.86,2.38,10.48,0.95,20.0,0.0,4.29,0.48,0.0,10.95,0.0,10.48,147.0,170.0,3.0,18.0,317.0,46.37,53.63,-7.26,Fujimori
010407,AMAZONAS,LUYA,LONGUITA,9.0,7.0,3.0,0.0,12.0,20.0,16.0,3.0,20.0,2.0,107.0,1.0,46.0,0.0,6.0,63.0,0.0,25.0,96.0,27.0,0.0,340.0,96.0,27.0,2.65,2.06,0.88,0.0,3.53,5.88,4.71,0.88,5.88,0.59,31.47,0.29,13.53,0.0,1.76,18.53,0.0,7.35,215.0,308.0,5.0,18.0,523.0,41.11,58.89,-17.78,Fujimori
010408,AMAZONAS,LUYA,LONYA CHICO,23.0,3.0,8.0,2.0,11.0,30.0,14.0,1.0,43.0,1.0,65.0,0.0,3.0,3.0,4.0,48.0,0.0,52.0,61.0,26.0,0.0,311.0,61.0,26.0,7.4,0.96,2.57,0.64,3.54,9.65,4.5,0.32,13.83,0.32,20.9,0.0,0.96,0.96,1.29,15.43,0.0,16.72,268.0,162.0,5.0,19.0,430.0,62.33,37.67,24.66,Castillo
010409,AMAZONAS,LUYA,LUYA,146.0,16.0,35.0,4.0,29.0,117.0,59.0,28.0,139.0,6.0,383.0,12.0,84.0,36.0,7.0,275.0,2.0,184.0,416.0,123.0,0.0,1562.0,416.0,123.0,9.35,1.02,2.24,0.26,1.86,7.49,3.78,1.79,8.9,0.38,24.52,0.77,5.38,2.3,0.45,17.61,0.13,11.78,1154.0,857.0,31.0,112.0,2011.0,57.38,42.62,14.76,Castillo
010410,AMAZONAS,LUYA,LUYA VIEJO,28.0,4.0,5.0,0.0,3.0,17.0,8.0,1.0,14.0,0.0,25.0,1.0,15.0,1.0,1.0,31.0,0.0,30.0,34.0,19.0,0.0,184.0,34.0,19.0,15.22,2.17,2.72,0.0,1.63,9.24,4.35,0.54,7.61,0.0,13.59,0.54,8.15,0.54,0.54,16.85,0.0,16.3,143.0,90.0,3.0,15.0,233.0,61.37,38.63,22.74,Castillo
010411,AMAZONAS,LUYA,MARIA,13.0,4.0,3.0,0.0,11.0,50.0,5.0,3.0,36.0,1.0,42.0,0.0,22.0,3.0,5.0,87.0,0.0,36.0,100.0,19.0,0.0,321.0,100.0,19.0,4.05,1.25,0.93,0.0,3.43,15.58,1.56,0.93,11.21,0.31,13.08,0.0,6.85,0.93,1.56,27.1,0.0,11.21,296.0,160.0,6.0,24.0,456.0,64.91,35.09,29.82,Castillo
010412,AMAZONAS,LUYA,OCALLI,34.0,11.0,13.0,3.0,39.0,108.0,30.0,13.0,141.0,2.0,165.0,7.0,27.0,9.0,33.0,278.0,2.0,110.0,440.0,107.0,0.0,1025.0,440.0,107.0,3.32,1.07,1.27,0.29,3.8,10.54,2.93,1.27,13.76,0.2,16.1,0.68,2.63,0.88,3.22,27.12,0.2,10.73,990.0,468.0,29.0,68.0,1458.0,67.9,32.1,35.8,Castillo
010413,AMAZONAS,LUYA,OCUMAL,66.0,12.0,17.0,4.0,32.0,123.0,24.0,14.0,104.0,1.0,169.0,15.0,43.0,11.0,53.0,125.0,0.0,129.0,522.0,117.0,0.0,942.0,522.0,117.0,7.01,1.27,1.8,0.42,3.4,13.06,2.55,1.49,11.04,0.11,17.94,1.59,4.56,1.17,5.63,13.27,0.0,13.69,817.0,703.0,26.0,129.0,1520.0,53.75,46.25,7.5,Castillo
010414,AMAZONAS,LUYA,PISUQUIA,41.0,22.0,12.0,6.0,22.0,112.0,13.0,13.0,87.0,1.0,152.0,8.0,31.0,19.0,24.0,152.0,1.0,75.0,474.0,110.0,0.0,791.0,474.0,110.0,5.18,2.78,1.52,0.76,2.78,14.16,1.64,1.64,11.0,0.13,19.22,1.01,3.92,2.4,3.03,19.22,0.13,9.48,973.0,560.0,24.0,69.0,1533.0,63.47,36.53,26.94,Castillo
010415,AMAZONAS,LUYA,SAN CRISTOBAL,27.0,2.0,12.0,0.0,8.0,16.0,7.0,2.0,26.0,0.0,65.0,2.0,7.0,0.0,4.0,66.0,1.0,10.0,57.0,32.0,0.0,255.0,57.0,32.0,10.59,0.78,4.71,0.0,3.14,6.27,2.75,0.78,10.2,0.0,25.49,0.78,2.75,0.0,1.57,25.88,0.39,3.92,196.0,146.0,2.0,21.0,342.0,57.31,42.69,14.62,Castillo
010416,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,11.0,3.0,8.0,3.0,12.0,37.0,10.0,5.0,20.0,1.0,46.0,0.0,17.0,3.0,10.0,41.0,0.0,23.0,110.0,12.0,0.0,250.0,110.0,12.0,4.4,1.2,3.2,1.2,4.8,14.8,4.0,2.0,8.0,0.4,18.4,0.0,6.8,1.2,4.0,16.4,0.0,9.2,236.0,139.0,4.0,9.0,375.0,62.93,37.07,25.86,Castillo
010417,AMAZONAS,LUYA,SAN JERONIMO,8.0,1.0,19.0,1.0,9.0,12.0,2.0,5.0,15.0,1.0,58.0,0.0,8.0,1.0,1.0,28.0,1.0,16.0,60.0,3.0,0.0,186.0,60.0,3.0,4.3,0.54,10.22,0.54,4.84,6.45,1.08,2.69,8.06,0.54,31.18,0.0,4.3,0.54,0.54,15.05,0.54,8.6,196.0,184.0,7.0,10.0,380.0,51.58,48.42,3.16,Castillo
010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,7.0,5.0,2.0,0.0,0.0,20.0,6.0,0.0,14.0,0.0,30.0,0.0,5.0,2.0,1.0,18.0,0.0,12.0,63.0,28.0,0.0,122.0,63.0,28.0,5.74,4.1,1.64,0.0,0.0,16.39,4.92,0.0,11.48,0.0,24.59,0.0,4.1,1.64,0.82,14.75,0.0,9.84,135.0,131.0,5.0,21.0,266.0,50.75,49.25,1.5,Castillo
010419,AMAZONAS,LUYA,SANTA CATALINA,24.0,4.0,10.0,0.0,8.0,46.0,2.0,29.0,48.0,1.0,129.0,15.0,17.0,12.0,17.0,84.0,0.0,33.0,154.0,30.0,0.0,479.0,154.0,30.0,5.01,0.84,2.09,0.0,1.67,9.6,0.42,6.05,10.02,0.21,26.93,3.13,3.55,2.51,3.55,17.54,0.0,6.89,376.0,290.0,5.0,18.0,666.0,56.46,43.54,12.92,Castillo
010420,AMAZONAS,LUYA,SANTO TOMAS,30.0,19.0,4.0,2.0,43.0,75.0,29.0,17.0,66.0,5.0,156.0,5.0,49.0,7.0,8.0,210.0,3.0,109.0,257.0,126.0,0.0,837.0,257.0,126.0,3.58,2.27,0.48,0.24,5.14,8.96,3.46,2.03,7.89,0.6,18.64,0.6,5.85,0.84,0.96,25.09,0.36,13.02,795.0,588.0,10.0,97.0,1383.0,57.48,42.52,14.96,Castillo
010421,AMAZONAS,LUYA,TINGO,37.0,4.0,10.0,4.0,32.0,49.0,17.0,10.0,51.0,0.0,109.0,3.0,36.0,3.0,7.0,104.0,0.0,59.0,131.0,56.0,0.0,535.0,131.0,56.0,6.92,0.75,1.87,0.75,5.98,9.16,3.18,1.87,9.53,0.0,20.37,0.56,6.73,0.56,1.31,19.44,0.0,11.03,361.0,389.0,10.0,42.0,750.0,48.13,51.87,-3.74,Fujimori
010422,AMAZONAS,LUYA,TRITA,94.0,6.0,9.0,2.0,6.0,41.0,15.0,3.0,57.0,1.0,55.0,10.0,26.0,9.0,5.0,132.0,1.0,47.0,152.0,50.0,0.0,519.0,152.0,50.0,18.11,1.16,1.73,0.39,1.16,7.9,2.89,0.58,10.98,0.19,10.6,1.93,5.01,1.73,0.96,25.43,0.19,9.06,526.0,156.0,7.0,22.0,682.0,77.13,22.87,54.26,Castillo
010423,AMAZONAS,LUYA,PROVIDENCIA,3.0,5.0,5.0,2.0,9.0,75.0,8.0,3.0,45.0,1.0,18.0,3.0,13.0,6.0,1.0,38.0,2.0,35.0,99.0,17.0,0.0,272.0,99.0,17.0,1.1,1.84,1.84,0.74,3.31,27.57,2.94,1.1,16.54,0.37,6.62,1.1,4.78,2.21,0.37,13.97,0.74,12.87,481.0,93.0,4.0,18.0,574.0,83.8,16.2,67.6,Castillo
010501,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,36.0,12.0,24.0,3.0,120.0,392.0,146.0,26.0,131.0,9.0,142.0,16.0,141.0,4.0,134.0,214.0,4.0,194.0,479.0,188.0,0.0,1748.0,479.0,188.0,2.06,0.69,1.37,0.17,6.86,22.43,8.35,1.49,7.49,0.51,8.12,0.92,8.07,0.23,7.67,12.24,0.23,11.1,1223.0,1166.0,28.0,211.0,2389.0,51.19,48.81,2.38,Castillo
010502,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,26.0,1.0,11.0,0.0,9.0,85.0,20.0,10.0,27.0,1.0,20.0,4.0,24.0,1.0,16.0,61.0,0.0,28.0,70.0,38.0,0.0,344.0,70.0,38.0,7.56,0.29,3.2,0.0,2.62,24.71,5.81,2.91,7.85,0.29,5.81,1.16,6.98,0.29,4.65,17.73,0.0,8.14,268.0,161.0,4.0,31.0,429.0,62.47,37.53,24.94,Castillo
010503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,25.0,7.0,8.0,2.0,31.0,99.0,15.0,9.0,33.0,6.0,84.0,4.0,30.0,3.0,37.0,70.0,4.0,38.0,183.0,57.0,0.0,505.0,183.0,57.0,4.95,1.39,1.58,0.4,6.14,19.6,2.97,1.78,6.53,1.19,16.63,0.79,5.94,0.59,7.33,13.86,0.79,7.52,547.0,393.0,8.0,35.0,940.0,58.19,41.81,16.38,Castillo
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,26.0,9.0,29.0,0.0,123.0,211.0,72.0,11.0,84.0,1.0,135.0,4.0,61.0,5.0,76.0,80.0,2.0,74.0,295.0,222.0,0.0,1003.0,295.0,222.0,2.59,0.9,2.89,0.0,12.26,21.04,7.18,1.1,8.37,0.1,13.46,0.4,6.08,0.5,7.58,7.98,0.2,7.38,626.0,853.0,23.0,112.0,1479.0,42.33,57.67,-15.34,Fujimori
010505,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,49.0,6.0,18.0,5.0,44.0,102.0,17.0,2.0,42.0,1.0,28.0,1.0,25.0,3.0,27.0,91.0,2.0,28.0,191.0,93.0,0.0,491.0,191.0,93.0,9.98,1.22,3.67,1.02,8.96,20.77,3.46,0.41,8.55,0.2,5.7,0.2,5.09,0.61,5.5,18.53,0.41,5.7,485.0,283.0,6.0,62.0,768.0,63.15,36.85,26.3,Castillo
010506,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,25.0,7.0,11.0,0.0,27.0,188.0,72.0,11.0,78.0,3.0,51.0,1.0,58.0,5.0,23.0,82.0,1.0,39.0,174.0,81.0,0.0,682.0,174.0,81.0,3.67,1.03,1.61,0.0,3.96,27.57,10.56,1.61,11.44,0.44,7.48,0.15,8.5,0.73,3.37,12.02,0.15,5.72,538.0,371.0,11.0,82.0,909.0,59.19,40.81,18.38,Castillo
010507,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,13.0,1.0,5.0,1.0,24.0,88.0,9.0,4.0,18.0,0.0,13.0,2.0,16.0,3.0,15.0,11.0,0.0,7.0,68.0,28.0,0.0,230.0,68.0,28.0,5.65,0.43,2.17,0.43,10.43,38.26,3.91,1.74,7.83,0.0,5.65,0.87,6.96,1.3,6.52,4.78,0.0,3.04,194.0,125.0,5.0,20.0,319.0,60.82,39.18,21.64,Castillo
010508,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,22.0,11.0,18.0,2.0,36.0,284.0,68.0,6.0,58.0,2.0,81.0,4.0,38.0,1.0,33.0,73.0,1.0,48.0,217.0,54.0,0.0,786.0,217.0,54.0,2.8,1.4,2.29,0.25,4.58,36.13,8.65,0.76,7.38,0.25,10.31,0.51,4.83,0.13,4.2,9.29,0.13,6.11,547.0,508.0,3.0,58.0,1055.0,51.85,48.15,3.7,Castillo
010509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,176.0,58.0,30.0,6.0,118.0,403.0,63.0,30.0,236.0,4.0,261.0,19.0,98.0,10.0,168.0,593.0,5.0,207.0,877.0,246.0,0.0,2485.0,877.0,246.0,7.08,2.33,1.21,0.24,4.75,16.22,2.54,1.21,9.5,0.16,10.5,0.76,3.94,0.4,6.76,23.86,0.2,8.33,2512.0,1159.0,54.0,297.0,3671.0,68.43,31.57,36.86,Castillo
010510,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,48.0,6.0,4.0,0.0,18.0,63.0,16.0,1.0,18.0,0.0,12.0,2.0,7.0,1.0,11.0,10.0,0.0,19.0,55.0,35.0,0.0,236.0,55.0,35.0,20.34,2.54,1.69,0.0,7.63,26.69,6.78,0.42,7.63,0.0,5.08,0.85,2.97,0.42,4.66,4.24,0.0,8.05,184.0,140.0,4.0,22.0,324.0,56.79,43.21,13.58,Castillo
010511,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,11.0,2.0,3.0,1.0,16.0,61.0,9.0,2.0,9.0,0.0,14.0,0.0,10.0,1.0,3.0,11.0,0.0,12.0,42.0,18.0,0.0,165.0,42.0,18.0,6.67,1.21,1.82,0.61,9.7,36.97,5.45,1.21,5.45,0.0,8.48,0.0,6.06,0.61,1.82,6.67,0.0,7.27,121.0,114.0,1.0,14.0,235.0,51.49,48.51,2.98,Castillo
010512,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,24.0,4.0,2.0,1.0,17.0,136.0,6.0,5.0,40.0,0.0,91.0,2.0,22.0,6.0,9.0,185.0,0.0,15.0,262.0,38.0,0.0,565.0,262.0,38.0,4.25,0.71,0.35,0.18,3.01,24.07,1.06,0.88,7.08,0.0,16.11,0.35,3.89,1.06,1.59,32.74,0.0,2.65,722.0,218.0,6.0,62.0,940.0,76.81,23.19,53.62,Castillo
010601,AMAZONAS,CONDORCANQUI,NIEVA,2560.0,47.0,38.0,12.0,75.0,131.0,77.0,404.0,241.0,12.0,342.0,247.0,170.0,18.0,9.0,915.0,9.0,307.0,2187.0,536.0,0.0,5614.0,2187.0,536.0,45.6,0.84,0.68,0.21,1.34,2.33,1.37,7.2,4.29,0.21,6.09,4.4,3.03,0.32,0.16,16.3,0.16,5.47,6833.0,1030.0,55.0,324.0,7863.0,86.9,13.1,73.8,Castillo
010602,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,1785.0,88.0,64.0,7.0,26.0,110.0,17.0,81.0,183.0,6.0,98.0,48.0,103.0,8.0,6.0,160.0,3.0,72.0,1182.0,203.0,0.0,2865.0,1182.0,203.0,62.3,3.07,2.23,0.24,0.91,3.84,0.59,2.83,6.39,0.21,3.42,1.68,3.6,0.28,0.21,5.58,0.1,2.51,3254.0,320.0,21.0,156.0,3574.0,91.05,8.95,82.1,Castillo
010603,AMAZONAS,CONDORCANQUI,EL CENEPA,1987.0,29.0,54.0,5.0,22.0,54.0,9.0,292.0,132.0,6.0,22.0,32.0,71.0,7.0,1.0,404.0,1.0,22.0,729.0,365.0,0.0,3150.0,729.0,365.0,63.08,0.92,1.71,0.16,0.7,1.71,0.29,9.27,4.19,0.19,0.7,1.02,2.25,0.22,0.03,12.83,0.03,0.7,3937.0,96.0,11.0,158.0,4033.0,97.62,2.38,95.24,Castillo
